location,city,region,lat,lon,device,start_date,end_date
581,Southampton,"South East",50.90326,-1.40394,1351,18/10/2016,""
706,London,"Greater London",51.51923,-0.14082,1182,06/02/2017,""
922,Aberdeen,Scotland,57.1376,-2.08803,809,10/08/2017,""
558,Reading,"South East",51.45554,-0.97419,1472,06/10/2016,02/11/2017
730,Norwich,"East Of England",52.6292,1.29515,1304,08/02/2017,27/04/2018
899,Edinburgh,Scotland,55.95235,-3.20454,1581,24/05/2017,""
1059,Plymouth,"South West",50.37694,-4.13611,1955,03/11/2017,12/02/2018
1059,Plymouth,"South West",50.37694,-4.13611,2045,12/02/2018,""
535,London,"Greater London",51.51728,-0.12522,1368,11/10/2016,27/06/2017
1082,Ormskirk,"North West",53.56926,-2.88103,2081,03/09/2018,""
753,London,"Greater London",51.5203,-0.08756,1254,16/02/2017,26/01/2018
876,London,"Greater London",51.52138,-0.10399,1168,11/04/2017,03/05/2017
876,London,"Greater London",51.52138,-0.10399,1125,03/05/2017,14/11/2017
535,London,"Greater London",51.51728,-0.12522,772,27/06/2017,""
1082,Ormskirk,"North West",53.56926,-2.88103,1853,24/07/2018,03/09/2018
512,Manchester,"North West",53.47841,-2.24968,1651,28/09/2016,11/05/2017
776,Dorchester,"South West",50.7133,-2.43697,1110,14/03/2017,02/02/2018
512,Manchester,"North West",53.47841,-2.24968,1120,11/05/2017,""
1111,Oxford,"South East",51.75026,-1.26136,1067,20/06/2018,""
799,London,"Greater London",51.49748,-0.11209,1060,22/03/2017,""
1134,London,"Greater London",51.51559,-0.08438,2074,25/05/2018,""
822,Peterhead,Scotland,57.50522,-1.77747,1701,30/03/2017,""
991,Harrow,"Greater London",51.58147,-0.33442,1402,31/08/2017,05/06/2018
1065,Edinburgh,Scotland,55.95,-3.18899,1862,08/11/2017,""
845,"Kingston Upon Thames","Greater London",51.41199,-0.30009,1172,05/05/2017,""
968,Warrington,"North West",53.3903,-2.59611,1481,21/08/2017,""
1088,Gloucester,"South West",51.86462,-2.24472,1453,14/12/2017,""
689,London,"Greater London",51.49928,-0.18092,1166,30/01/2017,""
1022,"Kingston Upon Thames","Greater London",51.41094,-0.30768,1868,06/10/2017,09/07/2018
939,Bromley,"Greater London",51.40356,0.01529,1823,26/10/2017,""
575,London,"Greater London",51.52354,-0.12346,1349,11/10/2016,""
587,Orpington,"Greater London",51.37665,0.10001,1285,26/10/2016,06/12/2017
928,Aberdeen,Scotland,57.16697,-2.09721,966,07/08/2017,""
587,Orpington,"Greater London",51.37665,0.10001,2000,06/12/2017,""
985,London,"Greater London",51.4609,-0.16698,977,01/09/2017,12/03/2018
985,London,"Greater London",51.4609,-0.16698,2028,12/03/2018,27/06/2018
621,Salisbury,"South West",51.06863,-1.79577,1301,23/11/2016,""
782,Bromley,"Greater London",51.403722,0.014875,1174,27/02/2017,27/02/2017
782,Bromley,"Greater London",51.403722,0.014875,1613,27/02/2017,""
1031,Manchester,"North West",53.48346,-2.24327,1909,16/10/2017,""
836,Gloucester,"South West",51.86174,-2.2388,1453,26/03/2017,14/12/2017
1122,Windsor,"South East",51.48287,-0.60942,2020,16/05/2018,""
1128,London,"Greater London",51.51497,-0.09134,2017,22/05/2018,""
736,London,"Greater London",51.50321,-0.10692,1612,10/02/2017,""
627,London,"Greater London",51.52301,-0.13681,1493,06/02/2017,""
882,London,"Greater London",51.50414,-0.08719,1712,10/05/2017,""
1172,Reading,"South East",51.45603,-0.97205,1289,28/09/2018,""
862,Gloucester,"South West",51.86597,-2.2428,1716,26/03/2017,""
885,Reading,"South East",51.4553,-0.97305,1017,09/05/2017,03/05/2018
719,Watford,"East Of England",51.65518,-0.39251,1528,20/07/2017,""
742,London,"Greater London",51.51614,-0.1436,1221,22/02/2017,""
813,Edinburgh,Scotland,55.95125,-3.21078,1004,03/04/2017,""
1071,Gloucester,"South West",51.86297,-2.24134,1937,16/11/2017,""
1145,London,"Greater London",51.52167,-0.0795,2023,23/05/2018,""
498,London,"Greater London",51.53349,-0.10759,1361,28/09/2016,""
692,London,"Greater London",51.52144,-0.1521,1217,27/01/2017,""
698,London,"Greater London",51.52686,-0.13717,1208,30/01/2017,23/05/2017
518,Bradford,"Yorkshire and the Humber",53.79525,-1.75379,1473,03/02/2017,""
770,London,"Greater London",51.51519,-0.13088,1324,20/02/2017,22/01/2018
698,London,"Greater London",51.52686,-0.13717,1680,23/05/2017,17/07/2017
770,London,"Greater London",51.51519,-0.13088,1437,22/01/2018,""
618,Blackpool,"North West",53.81655,-3.0548,1609,16/11/2016,""
670,Sheffield,"Yorkshire and the Humber",53.38244,-1.46645,1171,17/01/2017,""
661,"Kingston Upon Thames","Greater London",51.40954,-0.30793,1495,08/02/2017,""
793,London,"Greater London",51.49301,-0.22594,1412,07/04/2017,""
842,Edinburgh,Scotland,55.95,-3.18922,1136,25/04/2017,""
1163,Dorking,"South East",51.23162,-0.33299,1449,26/07/2018,""
567,Ilford,"Greater London",51.55926,0.07435,1327,25/11/2016,""
641,London,"Greater London",51.41446,-0.05226,1275,29/11/2016,15/09/2017
819,Peterhead,Scotland,57.50518,-1.77673,1004,30/03/2017,30/03/2017
819,Peterhead,Scotland,57.50518,-1.77673,1715,30/03/2017,""
541,Nottingham,"East Midlands",52.95569,-1.15085,1508,30/09/2016,""
598,Gateshead,"North East",54.96181,-1.60318,985,09/11/2016,""
856,York,"Yorkshire and the Humber",53.95994,-1.08473,1045,03/04/2017,""
1102,London,"Greater London",51.51284,-0.14014,2050,07/03/2018,""
750,London,"Greater London",51.49885,-0.10603,1225,16/02/2017,""
713,London,"Greater London",51.51857,-0.13239,1204,22/02/2017,""
762,London,"Greater London",51.51206,-0.12662,1595,24/02/2017,01/08/2018
647,Dartford,"South East",51.44583,0.21458,1008,05/12/2016,""
999,London,"Greater London",51.54159,-0.00157,1731,08/09/2017,""
1011,London,"Greater London",51.5231,-0.12465,1764,11/09/2017,""
1046,Nottingham,"East Midlands",52.99004,-1.17233,1775,26/10/2017,""
962,Plymouth,"South West",50.37247,-4.142,1959,03/11/2017,""
805,London,"Greater London",51.51566,-0.15076,1460,14/03/2017,""
555,Sheffield,"Yorkshire and the Humber",53.37908,-1.47051,1514,27/09/2016,26/01/2018
905,London,"Greater London",51.42839,-0.16744,1713,21/07/2017,""
1151,Nottingham,"East Midlands",52.9538,-1.1483,1007,09/08/2018,""
504,Birmingham,"West Midlands",52.47784,-1.89289,1512,05/10/2016,05/02/2018
1005,London,"Greater London",51.5166,-0.13057,1736,08/09/2017,21/09/2017
1005,London,"Greater London",51.5166,-0.13057,1311,21/09/2017,""
1052,Thirsk,"Yorkshire and the Humber",54.23366,-1.34215,1904,30/10/2017,""
504,Birmingham,"West Midlands",52.47784,-1.89289,1860,05/02/2018,""
1108,Ilford,"Greater London",51.55926,0.07271,2065,06/04/2018,06/04/2018
1108,Ilford,"Greater London",51.55926,0.07271,1572,06/04/2018,""
532,Chester,"North West",53.19098,-2.88845,1426,05/10/2016,""
756,London,"Greater London",51.51987,-0.07935,1590,24/02/2017,""
1085,Middlesbrough,"North East",54.4702,-1.19164,1960,22/11/2017,22/11/2017
825,Peterhead,Scotland,57.50524,-1.78163,1699,31/03/2017,""
802,London,"Greater London",51.51565,-0.17536,1443,21/03/2017,01/08/2018
1131,London,"Greater London",51.51741,-0.10471,1819,29/05/2018,""
802,London,"Greater London",51.51565,-0.17536,1499,01/08/2018,""
1019,Gainsborough,"East Midlands",53.39981,-0.77571,1793,26/09/2017,""
948,"Kingston Upon Thames","Greater London",51.41071,-0.30243,1850,29/09/2017,""
942,Dorchester,"South West",50.71447,-2.43698,1983,13/11/2017,""
966,Solihull,"West Midlands",52.41286,-1.77759,1792,25/09/2017,""
971,Hull,"Yorkshire and the Humber",53.74451,-0.34023,1894,02/11/2017,05/04/2018
971,Hull,"Yorkshire and the Humber",53.74451,-0.34023,1261,05/04/2018,""
896,Edinburgh,Scotland,55.95251,-3.19857,925,23/05/2017,""
1062,"Bognor Regis","South East",50.79722,-0.6907,1796,06/11/2017,""
919,London,"Greater London",51.50466,-0.09,795,21/07/2017,""
1041,Northallerton,"Yorkshire and the Humber",54.33876,-1.43276,1931,23/10/2017,24/08/2018
1041,Northallerton,"Yorkshire and the Humber",54.33876,-1.43276,833,24/08/2018,""
773,Stirling,Scotland,56.11765,-3.93715,1128,24/04/2017,""
1034,Liverpool,"North West",53.40764,-2.97924,1927,16/10/2017,""
1114,Woking,"South East",51.31947,-0.55952,1767,05/07/2018,""
539,Leeds,"Yorkshire and the Humber",53.79889,-1.53821,1568,18/01/2017,""
879,London,"Greater London",51.46205,-0.11509,956,03/05/2017,""
1079,Manchester,"North West",53.48348,-2.24168,1905,20/11/2017,""
739,London,"Greater London",51.50412,-0.02031,1441,21/02/2017,""
988,London,"Greater London",51.42022,-0.20493,1461,01/09/2017,""
1068,Smethwick,"West Midlands",52.47742,-1.9749,1816,10/11/2017,""
584,Orpington,"Greater London",51.37424,0.098,1290,25/10/2016,""
676,London,"Greater London",51.51327,-0.09396,1583,26/01/2017,""
925,Aberdeen,Scotland,57.14973,-2.12796,1306,10/08/2017,""
524,Brighton,"South East",50.82297,-0.14109,1341,14/10/2016,""
686,London,"Greater London",51.48005,-0.00965,1140,31/01/2017,""
936,Glasgow,Scotland,55.80774,-4.31569,1447,18/08/2017,""
1025,London,"Greater London",51.51485,-0.17718,1837,30/10/2017,26/09/2018
624,Manchester,"North West",53.48139,-2.24684,1006,15/12/2016,10/10/2017
1169,London,"Greater London",51.5149,-0.09811,2070,27/09/2018,""
1175,Cambridge,"East Of England",52.2062,0.1183,1873,22/10/2018,""
733,London,"Greater London",51.50479,-0.11059,1199,09/02/2017,""
982,London,"Greater London",51.5086,-0.1339,887,23/08/2017,""
979,Durham,"North East",54.7767,-1.57586,1935,16/10/2017,""
578,Southampton,"South East",50.90485,-1.40448,1675,18/10/2016,17/10/2018
1125,London,"Greater London",51.50595,-0.09949,1212,31/05/2018,""
521,Brighton,"South East",50.82208,-0.13918,1343,14/10/2016,""
695,London,"Greater London",51.54008,-0.1509,1209,30/01/2017,17/07/2017
695,London,"Greater London",51.54008,-0.1509,814,17/07/2017,""
1028,"Canvey Island","East Of England",51.51996,0.58007,1855,09/10/2017,""
544,Manchester,"North West",53.48264,-2.24395,1604,21/03/2017,""
1049,Bedale,"Yorkshire and the Humber",54.28967,-1.5935,1776,25/10/2017,24/08/2018
1049,Bedale,"Yorkshire and the Humber",54.28967,-1.5935,1770,24/08/2018,""
816,Edinburgh,Scotland,55.94937,-3.21003,1169,15/08/2017,""
1142,London,"Greater London",51.51293,-0.08097,2064,24/05/2018,""
790,Brighton,"South East",50.82356,-0.14378,1486,03/03/2017,""
839,Nottingham,"East Midlands",52.95584,-1.1502,844,11/04/2017,""
888,Lutterworth,"East Midlands",52.45553,-1.20095,937,16/05/2017,""
1166,London,"Greater London",51.49678,-0.14005,1457,08/08/2018,""
595,Durham,"North East",54.77761,-1.5819,998,08/11/2016,26/09/2018
564,Glasgow,Scotland,55.85868,-4.25697,1386,31/10/2016,""
664,"Kingston Upon Thames","Greater London",51.41091,-0.30067,1185,17/01/2017,""
796,Oxford,"South East",51.75326,-1.25855,1487,13/03/2017,""
722,"Newcastle Upon Tyne","North East",54.97419,-1.61181,1973,17/11/2017,""
1160,Dorking,"South East",51.23334,-0.32849,842,25/07/2018,""
515,Edinburgh,Scotland,55.95238,-3.19666,1216,28/10/2016,""
951,Liverpool,"North West",53.40532,-2.98437,1732,03/08/2017,""
916,Wakefield,"Yorkshire and the Humber",53.68169,-1.49604,899,26/07/2017,14/05/2018
1044,Bedale,"Yorkshire and the Humber",54.28915,-1.59281,1788,25/10/2017,15/02/2018
1091,London,"Greater London",51.50322,-0.22393,1268,18/01/2018,""
1044,Bedale,"Yorkshire and the Humber",54.28915,-1.59281,1989,15/02/2018,""
644,London,"Greater London",51.52202,-0.27665,1181,28/11/2016,""
902,Edinburgh,Scotland,55.9526,-3.2025,852,25/05/2017,""
658,London,"Greater London",51.52461,-0.13401,1413,21/12/2016,""
717,Southampton,"South East",50.90395,-1.40657,1966,13/11/2017,26/03/2018
717,Southampton,"South East",50.90395,-1.40657,1663,26/03/2018,""
601,Stevenage,"East Of England",51.89961,-0.20941,1309,08/11/2016,""
607,Aberdeen,Scotland,57.14491,-2.10509,1414,28/11/2016,""
859,Gloucester,"South West",51.86426,-2.2449,1329,26/03/2017,""
853,London,"Greater London",51.51674,-0.13037,1339,04/05/2017,""
1105,Belfast,"Northern Ireland",54.60076,-5.93291,766,23/05/2018,""
501,London,"Greater London",51.59359,-0.10717,1375,28/09/2016,""
1008,London,"Greater London",51.42065,-0.20584,1175,11/09/2017,""
959,Nottingham,"East Midlands",52.95374,-1.1494,1795,26/09/2017,""
650,Brighton,"South East",50.82104,-0.13903,1145,06/12/2016,02/10/2018
908,Gainsborough,"East Midlands",53.39988,-0.77397,1657,11/07/2017,""
1148,Gloucester,"South West",51.86571,-2.24659,2092,25/06/2018,""
759,London,"Greater London",51.50079,-0.16197,1593,17/02/2017,""
710,London,"Greater London",51.51599,-0.14242,1467,23/02/2017,""
533,Chester,"North West",53.19139,-2.88613,1419,05/10/2016,""
874,Southend-On-Sea,"East Of England",51.53483,0.71404,1579,05/04/2017,""
556,Reading,"South East",51.45518,-0.97312,1363,06/10/2016,""
897,Edinburgh,Scotland,55.95322,-3.19482,1703,23/05/2017,""
1109,Leicester,"East Midlands",52.63701,-1.13739,798,12/04/2018,""
828,"South Queensferry",Scotland,55.9867,-3.38216,1709,27/03/2017,06/11/2017
1155,Northallerton,"Yorkshire and the Humber",54.33952,-1.43564,2010,13/07/2018,""
510,Nottingham,"East Midlands",52.95391,-1.14733,1507,29/09/2016,""
851,London,"Greater London",51.51116,-0.11996,1407,04/05/2017,""
1178,London,"Greater London",51.51597,-0.13652,1569,31/10/2018,""
1042,Northallerton,"Yorkshire and the Humber",54.34075,-1.43496,1930,24/10/2017,24/08/2018
965,Southampton,"South East",50.90352,-1.40418,1967,13/11/2017,""
1042,Northallerton,"Yorkshire and the Humber",54.34075,-1.43496,2005,24/08/2018,""
1014,Beckenham,"Greater London",51.41009,-0.02511,1759,13/09/2017,""
1020,Gainsborough,"East Midlands",53.39859,-0.77674,1801,26/09/2017,""
920,Aberdeen,Scotland,57.14013,-2.12492,847,09/08/2017,""
1086,Thirsk,"Yorkshire and the Humber",54.23224,-1.34357,1961,13/12/2017,""
943,Edinburgh,Scotland,55.95202,-3.19707,1354,14/08/2017,""
1063,Brighton,"South East",50.82347,-0.14221,1953,07/11/2017,29/06/2018
1063,Brighton,"South East",50.82347,-0.14221,1072,29/06/2018,""
538,Leeds,"Yorkshire and the Humber",53.79758,-1.54048,1497,28/09/2016,""
527,Bristol,"South West",51.4587,-2.58714,1458,20/10/2016,20/06/2018
880,London,"Greater London",51.53868,-0.10244,1395,09/05/2017,""
1126,London,"Greater London",51.50479992,-0.01882826,896,30/05/2018,""
527,Bristol,"South West",51.4587,-2.58714,1671,20/06/2018,""
774,Stirling,Scotland,56.11954,-3.93754,1411,24/04/2017,""
891,Edinburgh,Scotland,55.94693,-3.19799,1620,22/05/2017,""
573,London,"Greater London",51.516,-0.11949,1346,11/10/2016,""
1080,Ormskirk,"North West",53.56926,-2.88103,1996,17/01/2018,""
633,"West Bromwich","West Midlands",52.51649,-1.99108,1284,28/11/2016,""
728,London,"Greater London",51.49926,-0.13332,1479,06/02/2017,26/01/2018
974,Manchester,"North West",53.48284,-2.24318,1626,23/08/2017,""
937,Birmingham,"West Midlands",52.47903,-1.89762,1824,25/09/2017,""
728,London,"Greater London",51.49926,-0.13332,1468,26/01/2018,""
788,London,"Greater London",51.49954,-0.11415,1059,03/03/2017,""
680,London,"Greater London",51.50651,-0.08903,1248,26/01/2017,""
687,London,"Greater London",51.49525,-0.12835,1242,30/01/2017,""
983,London,"Greater London",51.50925,-0.12442,1734,21/08/2017,24/10/2017
983,London,"Greater London",51.50925,-0.12442,1770,24/10/2017,20/11/2017
1026,London,"Greater London",51.51364,-0.17934,1845,30/10/2017,""
983,London,"Greater London",51.50925,-0.12442,1988,20/11/2017,""
579,Southampton,"South East",50.90477,-1.40404,1337,18/10/2016,""
1074,London,"Greater London",51.50749533,-0.219453235,1828,17/11/2017,15/01/2018
1074,London,"Greater London",51.50749533,-0.219453235,1978,15/01/2018,""
734,London,"Greater London",51.50119,-0.10466,1252,09/02/2017,""
980,Glasgow,Scotland,55.86005,-4.25433,1262,17/08/2017,""
1029,Brentford,"Greater London",51.48474,-0.31953,1925,09/10/2017,""
616,Cardiff,Wales,51.47844,-3.17543,1589,17/11/2016,""
791,London,"Greater London",51.50996,-0.12239,1068,07/03/2017,""
1120,Manchester,"North West",53.48075,-2.25359,1878,25/04/2018,""
768,London,"Greater London",51.51179,-0.08989,1451,22/02/2017,11/04/2017
768,London,"Greater London",51.51179,-0.08989,1133,11/04/2017,10/05/2017
768,London,"Greater London",51.51179,-0.08989,1198,10/05/2017,""
934,Glasgow,Scotland,55.88808,-4.30644,831,18/08/2017,""
840,Birmingham,"West Midlands",52.47682,-1.91245,1400,15/05/2017,""
911,"Market Rasen","East Midlands",53.4965,-0.31484,1693,12/07/2017,""
1167,Nottingham,"East Midlands",52.95841,-1.14798,2053,09/08/2018,""
547,Chester,"North West",53.18952,-2.89145,1398,06/10/2016,""
860,Gloucester,"South West",51.86395,-2.24559,1890,24/01/2018,""
1143,London,"Greater London",51.51701,-0.07835,2004,23/05/2018,""
716,Greenhithe,"South East",51.43819,0.273,1431,30/08/2017,""
817,Edinburgh,Scotland,55.94965,-3.21124,1691,03/04/2017,""
665,"Kingston Upon Thames","Greater London",51.41098,-0.30657,1178,17/01/2017,""
748,London,"Greater London",51.51149,-0.12727,1350,20/02/2017,18/01/2018
1161,Dorking,"South East",51.23288,-0.32999,1385,25/07/2018,""
516,Edinburgh,Scotland,55.95182,-3.19958,1596,28/10/2016,""
590,Ipswich,"East Of England",52.053236,1.151031,1299,01/11/2016,""
639,London,"Greater London",51.41444,-0.05191,1677,29/11/2016,""
610,Blackpool,"North West",53.81757,-3.05307,1608,16/11/2016,""
797,Mansfield,"East Midlands",53.14311,-1.19794,1556,10/03/2017,""
1045,Bedale,"Yorkshire and the Humber",54.28833,-1.58895,1762,25/10/2017,17/01/2018
1045,Bedale,"Yorkshire and the Humber",54.28833,-1.58895,1972,17/01/2018,""
903,Edinburgh,Scotland,55.9522,-3.20088,1090,23/05/2017,""
659,Glasgow,Scotland,55.86117,-4.25408,1381,20/01/2017,31/10/2018
997,Harrow,"Greater London",51.58068,-0.33667,1191,11/09/2017,14/09/2017
997,Harrow,"Greater London",51.58068,-0.33667,1730,14/09/2017,""
596,Durham,"North East",54.7758,-1.57461,997,08/11/2016,26/09/2018
645,Coventry,"West Midlands",52.40816,-1.51225,1135,01/12/2016,""
704,London,"Greater London",51.52184,-0.13662,1162,31/01/2017,""
711,London,"Greater London",51.522679,-0.136925,1203,22/02/2017,""
960,Nottingham,"East Midlands",52.95221,-1.14944,1817,26/09/2017,""
954,London,"Greater London",51.51515,-0.14342,1504,08/08/2018,""
811,"South Queensferry",Scotland,55.99038,-3.38509,1169,27/03/2017,25/04/2017
860,Gloucester,"South West",51.86395,-2.24559,1470,26/03/2017,""
811,"South Queensferry",Scotland,55.99038,-3.38509,1124,25/04/2017,""
854,London,"Greater London",51.50989,-0.12933,1399,03/05/2017,""
653,Liverpool,"North West",53.40534,-2.98455,1425,03/02/2017,""
1003,London,"Greater London",51.51088,-0.12966,1733,08/09/2017,""
553,"Newcastle Upon Tyne","North East",54.97553,-1.61241,769,09/11/2016,08/02/2018
602,Norwich,"East Of England",52.62901,1.2936,1300,11/11/2016,15/10/2018
1100,"Kingston Upon Thames","Greater London",51.41117,-0.30519,1990,05/03/2018,17/10/2018
1149,Gloucester,"South West",51.8647,-2.24502,1956,26/06/2018,""
707,London,"Greater London",51.51407,-0.13944,1566,23/02/2017,""
1039,Northallerton,"Yorkshire and the Humber",54.34169,-1.43532,1911,23/10/2017,22/11/2017
1039,Northallerton,"Yorkshire and the Humber",54.34169,-1.43532,953,22/11/2017,""
731,"Kingston Upon Thames","Greater London",51.41191,-0.30194,1112,02/03/2017,""
946,Gloucester,"South West",51.86523,-2.24543,1815,21/09/2017,""
1060,Peterhead,Scotland,57.50555,-1.77999,1892,07/11/2017,""
582,Norwich,"East Of England",52.63384,1.29669,779,17/10/2016,15/03/2017
754,London,"Greater London",51.51989,-0.08306,1268,16/02/2017,18/01/2018
582,Norwich,"East Of England",52.63384,1.29669,1105,15/03/2017,""
923,Aberdeen,Scotland,57.13673,-2.0799,1238,10/08/2017,""
1083,Ormskirk,"North West",53.56926,-2.88103,2093,24/07/2018,""
559,Chester,"North West",53.18954,-2.8911,1421,05/10/2016,""
777,York,"Yorkshire and the Humber",53.9591,-1.08167,1095,03/04/2017,12/07/2017
900,Edinburgh,Scotland,55.95306,-3.19181,1446,25/05/2017,""
1106,Cardiff,Wales,51.47864,-3.17418,1251,21/06/2018,""
536,Leeds,"Yorkshire and the Humber",53.79833,-1.54366,1501,28/09/2016,""
800,London,"Greater London",51.51476,-0.17593,1581,21/03/2017,27/03/2017
800,London,"Greater London",51.51476,-0.17593,750,27/03/2017,""
871,London,"Greater London",51.49467,-0.18352,1679,16/05/2017,""
513,Manchester,"North West",53.48276,-2.24203,1418,29/09/2016,19/03/2018
848,Manchester,"North West",53.48517,-2.24062,1448,05/04/2017,""
513,Manchester,"North West",53.48276,-2.24203,1875,19/03/2018,27/04/2018
513,Manchester,"North West",53.48276,-2.24203,1995,27/04/2018,20/09/2018
994,Beckenham,"Greater London",51.40747,-0.02736,1772,13/09/2017,""
1158,Dorking,"South East",51.23028,-0.33467,1480,26/07/2018,""
894,Edinburgh,Scotland,55.95447,-3.19272,1218,23/05/2017,""
1017,Gloucester,"South West",51.86365,-2.24898,1814,21/09/2017,""
1137,London,"Greater London",51.51915,-0.09018,1319,06/06/2018,""
622,Taunton,"South West",51.0128,-3.10311,1330,24/11/2016,27/11/2017
785,"Newcastle Upon Tyne","North East",54.97394,-1.61456,1558,21/04/2017,""
737,London,"Greater London",51.50368,-0.11148,1187,10/02/2017,""
940,Clacton-On-Sea,"East Of England",51.7887,1.15249,1902,09/10/2017,""
1066,Lutterworth,"East Midlands",52.455042,-1.199679,1838,10/11/2017,""
690,London,"Greater London",51.51798,-0.13466,1202,27/01/2017,""
986,"Richmond Upon Thames","Greater London",51.46079,-0.30456,1026,01/09/2017,""
1023,"Kingston Upon Thames","Greater London",51.41049,-0.30803,1891,06/10/2017,""
530,Cardiff,Wales,51.48025,-3.17623,1298,17/11/2016,""
877,London,"Greater London",51.46228,-0.11421,1154,03/05/2017,""
883,Reading,"South East",51.45662,-0.97121,984,09/05/2017,""
1123,London,"Greater London",51.52539,-0.14034,2007,16/05/2018,""
1129,London,"Greater London",51.51118,-0.08593,1130,06/06/2018,""
977,Brighton,"South East",50.82127,-0.13882,1830,06/11/2017,""
576,Wakefield,"Yorkshire and the Humber",53.68387,-1.49569,1488,14/10/2016,""
831,London,"Greater London",51.51808212,-0.17076539,1056,28/03/2017,""
1077,Uxbridge,"Greater London",51.54554,-0.47724,1994,23/11/2017,""
683,London,"Greater London",51.51039,-0.12128,1201,27/01/2017,""
931,Aberdeen,Scotland,57.15988,-2.11665,1538,08/08/2017,""
957,London,"Greater London",51.50136,-0.19247,886,25/08/2017,""
593,Plymouth,"South West",50.3723,-4.13871,1315,04/11/2016,""
1097,Middlesbrough,"North East",54.46965,-1.19436,1977,21/02/2018,""
499,London,"Greater London",51.53958,-0.14334,1374,28/09/2016,""
570,Leicester,"East Midlands",52.63557,-1.136,1594,08/11/2016,""
837,London,"Greater London",51.51087,-0.12949,1408,03/05/2017,01/08/2018
1164,Dorking,"South East",51.23162,-0.33333,1766,24/07/2018,""
837,London,"Greater London",51.51087,-0.12949,1408,01/08/2018,""
765,London,"Greater London",51.50972,-0.07926,1320,20/02/2017,21/08/2017
814,Edinburgh,Scotland,55.95107,-3.21003,1121,25/04/2017,27/06/2018
765,London,"Greater London",51.50972,-0.07926,1680,21/08/2017,""
814,Edinburgh,Scotland,55.95107,-3.21003,2011,27/06/2018,""
613,Hertford,"East Of England",51.79665,-0.07792,793,18/11/2016,""
619,Devizes,"South West",51.3523,-1.99338,1296,22/11/2016,20/09/2018
794,London,"Greater London",51.49252,-0.23158,1466,14/03/2017,19/01/2018
1117,Beckenham,"Greater London",51.40707,-0.02797,1517,04/07/2018,""
636,Aberdeen,Scotland,57.14624,-2.09929,1406,28/11/2016,""
519,Aberdeen,Scotland,57.15007,-2.1015,1388,28/11/2016,""
642,London,"Greater London",51.41402,-0.05119,1190,29/11/2016,""
693,London,"Greater London",51.52428,-0.1385,1205,27/01/2017,""
1140,London,"Greater London",51.51483,-0.09865,900,06/06/2018,""
745,London,"Greater London",51.5038,-0.07449,1500,13/02/2017,""
662,"Kingston Upon Thames","Greater London",51.40906,-0.3061,864,02/03/2017,""
771,Chelmsford,"East Of England",51.73127,0.47464,1288,27/02/2017,""
701,London,"Greater London",51.50445,-0.0226,1253,31/01/2017,""
714,London,"Greater London",51.49753592,-0.13583658,1065,06/03/2017,27/06/2018
963,Reading,"South East",51.45559,-0.97241,1842,18/09/2017,23/11/2017
963,Reading,"South East",51.45559,-0.97241,1831,23/11/2017,""
714,London,"Greater London",51.49753592,-0.13583658,975,27/06/2018,""
562,Glasgow,Scotland,55.86393,-4.25312,1599,31/10/2016,""
599,London,"Greater London",51.58467,-0.0212,1292,08/11/2016,""
1055,York,"Yorkshire and the Humber",54.12048,-1.19218,1893,01/11/2017,20/02/2018
1055,York,"Yorkshire and the Humber",54.12048,-1.19218,1722,20/02/2018,20/02/2018
1055,York,"Yorkshire and the Humber",54.12048,-1.19218,1960,20/02/2018,20/03/2018
1055,York,"Yorkshire and the Humber",54.12048,-1.19218,2039,20/03/2018,""
656,Leeds,"Yorkshire and the Humber",53.79776,-1.54183,1592,18/01/2017,28/09/2018
914,Wakefield,"Yorkshire and the Humber",53.68182,-1.49621,1312,27/07/2017,14/05/2018
751,London,"Greater London",51.50075,-0.11299,1745,21/08/2017,""
1047,Dover,"South East",51.12523,1.31396,1957,07/11/2017,""
507,Birmingham,"West Midlands",52.47902,-1.8996,1484,05/10/2016,""
1146,London,"Greater London",51.52167,-0.0795,2030,23/05/2018,""
757,London,"Greater London",51.521,-0.18399,1207,17/02/2017,""
1006,London,"Greater London",51.49439,-0.18239,1239,11/09/2017,""
808,"Kingston Upon Thames","Greater London",51.41033,-0.30089,1070,16/03/2017,""
857,London,"Greater London",51.50703,-0.12734,1153,04/05/2017,""
732,London,"Greater London",51.5027,-0.11715,1313,09/02/2017,22/01/2018
803,London,"Greater London",51.51373,-0.13012,1109,13/03/2017,""
1061,Peterhead,Scotland,57.508,-1.78302,1898,07/11/2017,""
1132,London,"Greater London",51.51741,-0.10471,1264,29/05/2018,""
780,Bromley,"Greater London",51.40622,0.01857,1659,24/02/2017,""
508,Nottingham,"East Midlands",52.95735,-1.147,1158,12/12/2016,""
849,"Newcastle Upon Tyne","North East",54.97681,-1.6112,1230,21/04/2017,""
1176,London,"Greater London",51.50503719,-0.019479529,945,17/10/2018,""
826,"South Queensferry",Scotland,55.99009,-3.39596,1246,28/04/2017,06/11/2017
895,Edinburgh,Scotland,55.95238,-3.19477,781,23/05/2017,14/08/2017
895,Edinburgh,Scotland,55.95238,-3.19477,1692,14/08/2017,""
972,"Leamington Spa","West Midlands",52.29342,-1.53614,1777,22/09/2017,""
872,London,"Greater London",51.41603,-0.05478,1101,03/04/2017,""
989,London,"Greater London",51.54,-0.1956,1050,31/08/2017,""
995,London,"Greater London",51.51758,-0.08028,1750,08/09/2017,""
