location,city,region,lat,lon,device,start_date,end_date
77,Manchester,"North West",53.4971,-2.2339,"","",""
468,"Kingston Upon Thames","Greater London",51.41073,-0.29954,"","",""
915,Wakefield,"Yorkshire and the Humber",53.68182,-1.49686,"","",""
181,"Kingston Upon Thames","Greater London",51.40925,-0.30644,"","",""
65,Leeds,"Yorkshire and the Humber",53.78814,-1.53997,"","",""
637,London,"Greater London",51.57655,-0.22382,"","",""
758,London,"Greater London",51.5274,-0.13352,"","",""
416,Dorchester,"South West",50.71361,-2.43694,"","",""
24,Manchester,"North West",53.48224,-2.24037,"","",""
494,Croydon,"Greater London",51.37198,-0.10057,"","",""
202,Wakefield,"Yorkshire and the Humber",53.68169,-1.49604,"","",""
865,London,"Greater London",51.51673,-0.17258,"","",""
809,Clacton-On-Sea,"East Of England",51.78945,1.15347,"","",""
80,London,"Greater London",51.58738,-0.06113,"","",""
110,London,"Greater London",51.51515,-0.14351,"","",""
1002,London,"Greater London",51.52242,-0.16283,"","",""
628,London,"Greater London",51.51489,-0.13739,"","",""
1098,Middlesbrough,"North East",54.46965,-1.19274,"","",""
74,Leeds,"Yorkshire and the Humber",53.8002,-1.54383,"","",""
830,London,"Greater London",51.51687,-0.1728,"","",""
580,Southampton,"South East",50.90651,-1.40467,"","",""
1094,Gloucester,"South West",51.86395,-2.24559,"","",""
561,Glasgow,Scotland,55.86492,-4.25922,"","",""
1010,Sutton,"Greater London",51.36501,-0.19447,"","",""
169,Edinburgh,Scotland,55.95306,-3.19716,"","",""
344,Glasgow,Scotland,55.85932,-4.25477,"","",""
787,London,"Greater London",51.41603,-0.05478,"","",""
917,Wakefield,"Yorkshire and the Humber",53.68184,-1.49607,"","",""
615,Dunstable,"East Of England",51.88728,-0.52238,"","",""
550,Coventry,"West Midlands",52.40845,-1.51066,"","",""
549,Clacton-On-Sea,"East Of England",51.78946,1.15193,"","",""
379,Oxford,"South East",51.75219,-1.25685,"","",""
292,Manchester,"North West",53.48274,-2.2356,"","",""
815,Edinburgh,Scotland,55.95,-3.20862,"","",""
833,Chester,"North West",53.18897247,-2.895104885,"","",""
228,Plymouth,"South West",50.36691,-4.12518,"","",""
135,London,"Greater London",51.50878,-0.12445,"","",""
834,Chester,"North West",53.19337,-2.88123,"","",""
640,London,"Greater London",51.41595,-0.05457,"","",""
1104,London,"Greater London",51.50077,-0.19412,"","",""
779,Bromley,"Greater London",51.40774,0.01654,"","",""
505,Birmingham,"West Midlands",52.47936,-1.89742,"","",""
139,London,"Greater London",51.53374,-0.10582,"","",""
143,London,"Greater London",51.59237,-0.10586,"","",""
72,Blackburn,"North West",53.74852,-2.48223,"","",""
631,Romford,"Greater London",51.57608,0.18243,"","",""
868,Glasgow,Scotland,55.75969,-4.17522,"","",""
293,Bradford,"Yorkshire and the Humber",53.79645,-1.75543,"","",""
462,Bromley,"Greater London",51.40088,0.01699,"","",""
461,Chester,"North West",53.18926,-2.89126,"","",""
392,Brighton,"South East",50.82608,-0.13862,"","",""
820,Peterhead,Scotland,57.506548,-1.780603,"","",""
317,London,"Greater London",51.51743,-0.12722,"","",""
37,London,"Greater London",51.46079,-0.01069,"","",""
100,London,"Greater London",51.51757,-0.11992,"","",""
638,London,"Greater London",51.51287,-0.13953,"","",""
128,London,"Greater London",51.50882,-0.14516,"","",""
725,Glasgow,Scotland,55.86095,-4.25434,"","",""
129,London,"Greater London",51.50796,-0.13996,"","",""
821,Peterhead,Scotland,57.50551,-1.77995,"","",""
438,Chester,"North West",53.19032,-2.8922,"","",""
708,London,"Greater London",51.51663,-0.12939,"","",""
632,Romford,"Greater London",51.57735,0.18122,"","",""
1154,London,"Greater London",51.51473,-0.17381,"","",""
1103,London,"Greater London",51.51523,-0.14638,"","",""
269,London,"Greater London",51.51451,-0.16625,"","",""
132,London,"Greater London",51.51703,-0.14285,"","",""
51,Leeds,"Yorkshire and the Humber",53.86853,-1.7033,"","",""
69,Manchester,"North West",53.48034,-2.2378,"","",""
59,Leeds,"Yorkshire and the Humber",53.79708,-1.54089,"","",""
294,Cardiff,Wales,51.478,-3.17619,"","",""
371,Coventry,"West Midlands",52.40825,-1.51258,"","",""
372,Coventry,"West Midlands",52.40745,-1.51893,"","",""
49,Bexleyheath,"Greater London",51.45618,0.14796,"","",""
201,Wakefield,"Yorkshire and the Humber",53.68169,-1.49604,"","",""
867,London,"Greater London",51.51676,-0.17263,"","",""
1177,Glasgow,Scotland,55.85927,-4.25431,"","",""
798,London,"Greater London",51.49389,-0.22409,"","",""
