538,537,0,125
137,136,0,213
260,259,0,200
623,532,0,125
558,222,0,100
473,472,0,100
636,520,0,200
106,11,0,200
415,414,0,200
187,38,0,200
493,187,0,100
444,163,0,200
664,663,0,197
328,154,0,93
477,200,0,91
472,193,0,100
386,385,0,411
503,502,0,300
524,521,0,200
646,455,0,400
389,387,0,300
146,117,0,200
358,115,0,196
605,604,0,100
554,281,0,100
415,413,0,200
117,114,0,200
116,114,0,200
426,268,0,113
622,411,0,200
648,390,0,100
117,115,0,94
116,115,0,100
624,284,0,100
464,136,0,113
552,419,0,200
145,113,0,400
304,106,0,300
440,350,0,200
487,486,0,106
603,602,0,200
146,116,0,300
443,226,0,100
12,5,0,71
114,113,0,200
157,148,0,300
305,241,0,200
146,115,0,100
125,98,0,100
333,157,0,100
472,207,0,79
472,196,0,100
321,318,0,82
604,489,0,75
605,489,0,200
273,272,0,243
646,503,0,400
334,166,0,400
7,5,0,200
570,266,0,208
340,339,0,100
419,417,0,200
502,455,0,400
472,197,0,90
454,376,0,88
523,386,0,246
412,354,0,200
563,259,0,300
562,263,0,400
381,378,0,300
551,415,0,200
557,222,0,100
113,112,0,300
397,396,0,200
611,540,0,200
607,520,0,200
53,5,0,100
513,287,0,100
491,271,0,152
146,113,0,100
574,9,0,100
477,193,0,101
555,251,0,100
558,221,0,100
175,174,0,300
426,43,0,83
502,189,0,400
562,448,0,91
448,263,0,300
497,304,0,300
131,108,0,100
275,272,0,243
54,45,0,100
400,170,0,200
472,200,0,100
429,155,53.5,107
643,140,56,112
115,114,58.5,117
212,134,100,200
499,140,106,212
53,7,107,107
333,148,112.5,225
54,46,150,75
569,349,156,78
115,113,158.5,317
235,234,174,87
442,381,176,88
664,39,176,88
437,394,184,92
491,272,190,95
453,346,192,96
527,526,194,97
458,123,200,100
642,639,200,100
557,556,200,100
436,435,202,101
477,472,202,101
620,408,208,104
528,464,208,104
243,218,220,110
427,43,220,110
352,351,222,111
556,222,222,111
477,470,224,112
477,206,224,112
643,141,224,112
501,500,226,113
578,255,226,113
618,27,228,114
659,263,228,114
620,407,230,115
537,536,232,116
303,290,234,117
579,255,234,117
659,261,236,118
537,306,238,119
523,389,240,120
558,556,244,122
491,484,244,122
509,234,244,122
148,53,244.5,163
491,274,246,123
488,275,252,126
605,488,252,126
488,273,252,126
515,334,254,127
621,443,254,127
306,241,256,128
516,334,256,128
242,241,256,128
408,226,258,129
504,365,262,131
538,450,270,135
329,186,274,137
270,115,274,137
560,532,274,137
565,219,278,139
407,226,280,140
541,236,280,140
427,268,280,140
272,271,286,143
46,45,288,144
454,381,292,146
600,457,294,147
453,237,304,152
443,225,308,154
452,176,308,154
603,481,310,155
450,242,316,158
516,447,318,159
537,307,324,162
546,9,325,130
602,480,338,169
334,168,338,169
664,329,338,169
656,536,340,170
495,98,342,171
12,7,343,343
412,353,344,86
656,306,346,173
331,330,348,87
475,474,350,175
475,205,350,175
450,306,352,176
618,610,356,178
624,451,362,181
53,12,364,182
555,248,365,146
117,116,365,73
451,288,366,183
347,234,371,371
381,380,374,187
343,263,381,127
663,329,386,193
487,275,392,196
623,465,392.5,157
654,623,394,197
477,191,400,200
605,273,400,200
605,275,400,200
447,168,400,100
388,387,412,206
442,378,414,207
581,579,418,209
499,141,424,212
314,140,426,213
659,448,428,214
656,307,432,216
403,163,432,216
623,276,432.5,173
400,171,434,217
506,365,435,174
524,389,438,219
144,112,438,73
178,176,438,219
366,365,442.5,177
587,586,444,111
589,586,444,111
536,306,444,111
148,5,444.5,127
623,547,447.5,179
324,155,450,225
537,241,452,226
442,380,452,113
604,488,452,226
484,272,452,113
654,278,454,227
343,257,456,114
655,136,456,228
623,559,457.5,183
620,223,464,116
447,439,464,116
102,57,464,116
483,174,466,233
660,563,466,233
660,260,466,233
465,278,467.5,187
602,452,468,156
602,481,468,117
532,466,468,234
573,102,472,236
564,260,476,238
577,298,476,238
577,529,476,238
538,536,482,241
538,306,488,244
381,376,492,246
623,548,492.5,197
520,363,494,247
618,254,498,249
491,273,504,252
491,275,504,252
278,276,507.5,203
656,241,510,255
326,99,512,256
274,271,516,258
547,278,522.5,209
295,290,524,131
528,136,524,262
411,353,524,131
443,223,528,132
559,278,532.5,213
574,546,532.5,213
212,103,537.5,215
663,39,542,271
270,116,544,136
145,144,546,91
530,529,548,274
530,298,548,274
576,477,548,137
537,242,548,137
523,388,556,139
635,440,558,279
569,440,558,279
118,116,560,140
548,278,567.5,227
538,307,574,287
670,247,576,96
254,27,580,145
358,117,582,291
650,521,584,146
428,54,588,98
466,278,592,296
306,305,600,300
275,271,600,300
186,39,600,300
604,273,600,300
495,125,600,300
259,258,600,300
273,271,600,300
604,275,600,300
305,242,600,300
635,350,600,300
263,259,600,300
380,378,600,300
583,2,600,300
539,538,600,300
569,350,600,300
656,242,604,151
524,409,610,122
348,234,616,308
596,423,617.5,95
261,259,618,309
506,504,621,207
621,408,624,156
148,12,624,156
303,295,624,156
643,314,626,313
659,562,628,314
357,115,628,314
358,116,628,314
307,306,628,157
343,342,632,158
412,411,642,107
649,524,644,161
106,2,646,323
263,261,648,162
429,324,650,325
498,312,652,163
489,488,652,326
538,241,652,326
516,166,656,328
581,578,660,220
650,649,660,220
649,437,663,221
153,152,664,332
621,407,668,167
148,7,670,268
564,563,676,338
526,164,678,113
541,348,680,136
376,19,682,341
610,254,684,171
270,117,688,172
609,27,692,173
602,176,695,139
654,532,704,352
536,450,704,176
307,305,712,178
623,466,716,358
536,241,720,180
342,257,724,181
168,166,738,369
488,272,738,369
450,307,740,185
610,609,740,185
513,288,745,298
607,362,746,373
291,287,746,373
282,116,760,380
130,123,762,254
511,346,764,191
346,237,764,191
439,168,768,192
560,465,769.5,171
536,242,774,129
270,118,776,194
532,465,780,312
534,134,784,392
263,257,798,133
288,287,800,400
537,305,800,400
510,346,800,200
453,235,800,200
454,19,800,400
489,273,800,400
274,272,804,201
660,342,808,404
651,346,808,202
206,205,820,205
586,584,820,205
586,585,820,205
474,470,820,205
474,206,820,205
532,276,820,328
470,205,820,205
499,314,826,413
454,442,828,207
581,399,830,166
480,452,831,277
206,195,832,208
470,195,832,208
481,452,834,278
547,532,835,334
504,366,836,209
251,250,837.5,335
560,276,841.5,187
509,236,844,211
600,98,844,211
654,560,844,211
559,532,845,338
427,54,849,283
299,290,850,170
487,273,856,214
649,389,856,214
521,394,858,143
536,305,860,215
596,422,861,123
84,11,864,144
523,387,866,433
495,457,868,217
560,547,868.5,193
485,174,873,194
603,176,873,291
409,389,875,175
458,130,876,219
548,532,880,352
357,118,884,221
118,115,884,221
560,559,886.5,197
538,242,888,222
470,207,892,223
207,206,892,223
607,363,894,447
620,225,900,225
314,141,900,225
307,241,904,226
498,138,904,226
318,222,906,302
652,511,906,151
318,221,906,302
591,229,910,182
484,274,912,228
541,509,921,307
581,255,921,307
659,342,930,465
470,197,936,234
206,197,936,234
454,380,940,235
451,441,940,235
453,234,942,157
493,492,948,237
492,38,948,237
225,223,948,237
270,114,948,237
560,548,949.5,211
563,343,952,238
659,257,954,159
282,119,955.5,273
470,196,956,239
206,196,956,239
665,186,966,322
329,39,972,243
346,235,972,243
298,297,976,244
529,297,976,244
527,525,984,164
251,248,984,246
555,249,987,329
473,206,996,249
473,470,996,249
321,222,1002,334
321,221,1002,334
651,236,1004,251
357,270,1004,251
236,235,1004,251
510,236,1004,251
474,204,1008,252
476,205,1008,252
476,474,1008,252
205,204,1008,252
106,84,1024,256
521,437,1024,256
195,191,1024,256
325,182,1024,256
409,388,1029,147
524,388,1032,258
474,198,1036,259
474,203,1036,259
670,249,1036,259
205,198,1036,259
205,203,1036,259
408,223,1038,173
541,510,1041,347
541,235,1041,347
370,369,1044,261
511,510,1044,261
450,241,1044,261
470,200,1048,262
206,200,1048,262
307,242,1050,175
651,511,1052,263
516,515,1056,264
388,386,1057.5,235
664,186,1060,265
54,47,1062,177
515,168,1064,266
343,260,1064,266
534,300,1072,268
268,46,1074,179
118,117,1076,269
484,273,1080,270
525,164,1080,180
484,275,1080,270
348,236,1084,271
486,275,1084,271
207,191,1084,271
375,19,1088,272
206,193,1088,272
470,193,1088,272
350,349,1088,272
501,431,1095,365
616,303,1100,275
407,223,1104,184
389,386,1112,278
509,346,1112,278
510,347,1113,371
267,205,1116,279
649,388,1116,186
651,347,1119,373
408,225,1122,187
650,524,1124,281
197,191,1128,282
476,193,1132,283
204,193,1132,283
652,237,1134,189
299,295,1134,189
78,5,1144,143
196,191,1148,287
652,510,1152,192
320,124,1152,288
652,651,1164,194
570,29,1164,291
207,204,1172,293
204,200,1172,293
476,200,1172,293
476,196,1172,293
476,207,1172,293
204,196,1172,293
473,204,1172,293
204,197,1172,293
476,197,1172,293
476,195,1172,293
204,195,1172,293
198,193,1172,293
476,473,1172,293
576,195,1182,197
616,295,1182,197
78,7,1184,296
473,191,1188,297
407,225,1188,198
463,136,1200,300
473,203,1200,300
207,198,1200,300
346,234,1200,200
200,198,1200,300
304,111,1200,300
473,198,1200,300
589,584,1200,300
589,588,1200,300
207,203,1200,300
354,353,1200,300
589,585,1200,300
587,584,1200,300
587,585,1200,300
588,587,1200,300
656,539,1200,300
380,376,1204,301
524,523,1204,301
471,191,1205,241
198,197,1212,303
198,196,1212,303
198,195,1212,303
511,235,1216,304
282,118,1220,244
485,483,1224,306
46,43,1224,204
442,376,1228,307
192,191,1240,248
267,193,1240,310
203,193,1240,310
199,193,1240,310
200,191,1240,310
347,235,1242,414
622,353,1260,315
450,305,1260,315
428,427,1272,318
576,207,1272,212
333,5,1274,364
193,191,1280,320
203,197,1280,320
203,196,1280,320
267,195,1280,320
203,200,1280,320
199,197,1280,320
199,196,1280,320
199,195,1280,320
267,200,1280,320
203,195,1280,320
267,196,1280,320
267,207,1280,320
267,197,1280,320
249,248,1284,214
428,43,1296,162
480,176,1300,260
488,486,1312,328
515,439,1320,220
597,29,1320,330
448,261,1324,331
516,439,1338,223
576,197,1338,223
304,125,1340,335
492,187,1348,337
270,146,1348,337
597,266,1352,338
564,258,1352,338
564,263,1352,338
511,509,1356,339
249,247,1362,227
470,191,1368,342
621,225,1368,228
564,261,1368,342
206,191,1368,342
530,290,1368,228
576,196,1368,228
261,258,1372,343
645,374,1374,229
650,409,1375,275
6,5,1376,172
62,5,1376,172
437,409,1380,276
428,46,1384,173
428,426,1386,231
513,451,1386,308
428,268,1400,175
263,260,1404,351
652,235,1410,235
534,109,1412,353
576,473,1428,238
663,325,1428,238
275,274,1432,358
358,114,1452,242
481,176,1456,208
624,288,1456,364
475,195,1464,244
563,257,1464,366
521,409,1475,295
560,466,1480,370
426,54,1480,296
321,18,1490,298
616,299,1494,249
576,470,1494,249
576,206,1494,249
487,271,1496,374
663,186,1500,300
634,506,1500,375
576,200,1506,251
600,130,1506,251
513,284,1512,336
634,366,1512,378
226,225,1512,252
523,409,1518,253
488,487,1518,253
563,263,1528,382
511,234,1530,255
665,325,1536,384
652,234,1536,192
475,207,1554,259
474,193,1560,390
194,193,1560,390
358,146,1560,260
205,193,1560,390
318,316,1565,313
576,193,1566,261
534,103,1568,392
333,12,1572,393
448,257,1576,394
260,257,1576,394
649,521,1578,263
427,47,1588,397
205,200,1600,400
474,473,1600,400
464,463,1600,400
474,200,1600,400
524,437,1600,400
409,387,1600,320
557,318,1608,402
554,279,1608,201
558,318,1608,402
619,227,1614,269
652,509,1620,270
475,197,1620,270
497,495,1626,271
472,206,1632,272
472,470,1632,272
348,235,1648,412
475,196,1650,275
357,126,1656,414
357,116,1676,419
281,279,1680,280
510,348,1688,422
577,297,1692,282
651,348,1696,424
428,45,1704,284
62,7,1704,284
12,6,1708.5,201
475,473,1710,285
477,476,1720,430
477,204,1720,430
524,394,1722,287
321,316,1725,345
486,273,1734,289
558,321,1736,434
557,321,1736,434
481,480,1746,291
477,198,1748,437
261,257,1750,250
410,281,1764,252
573,313,1768,442
78,53,1776,222
622,412,1788,298
475,200,1788,298
447,334,1800,300
509,348,1805,361
573,57,1832,229
342,260,1832,458
84,2,1832,229
477,205,1836,306
477,474,1836,306
286,76,1848,231
475,193,1848,308
497,121,1848,231
426,47,1860,310
576,191,1878,313
598,355,1884,314
343,261,1890,270
78,12,1892,172
649,394,1897,271
318,18,1900,380
440,349,1904,272
659,343,1920,240
472,191,1920,320
47,43,1928,241
125,109,1944,243
337,330,1968,328
7,6,1981,283
507,366,1992,332
526,525,1992,249
507,506,1992,332
539,450,1992,332
608,492,1998,333
342,263,2002,286
515,447,2004,334
62,53,2008,251
47,46,2016,252
453,347,2016,336
658,108,2028,338
617,108,2028,338
268,47,2032,254
186,182,2040,408
471,193,2040,255
457,130,2064,344
576,472,2088,261
609,254,2096,262
313,2,2100,420
556,318,2112,352
471,197,2120,265
471,207,2120,265
471,196,2120,265
471,200,2120,265
471,195,2120,265
473,471,2120,265
652,347,2124,354
193,192,2128,266
411,354,2136,356
165,164,2136,267
47,45,2178,363
530,299,2184,364
495,130,2198,314
563,342,2200,440
200,192,2208,276
473,192,2208,276
196,192,2208,276
197,192,2208,276
207,192,2208,276
195,192,2208,276
62,12,2211,201
497,111,2232,279
616,530,2233,319
236,234,2238,373
527,165,2264,283
475,191,2268,378
427,46,2304,288
556,321,2304,384
457,98,2320,232
426,46,2344,293
439,334,2352,392
488,484,2376,396
530,295,2382,397
406,227,2408,301
357,282,2432,304
300,125,2456,307
475,472,2464,308
510,237,2472,309
651,237,2488,311
579,399,2492,356
541,234,2499,357
268,45,2512,314
476,471,2520,315
471,204,2520,315
404,164,2536,317
300,212,2568,321
578,399,2576,368
471,198,2576,322
204,192,2608,326
476,192,2608,326
268,54,2640,220
45,43,2664,333
198,192,2688,336
649,387,2720,340
148,78,2736,228
451,284,2770,277
600,497,2808,312
212,109,2813.5,331
237,235,2816,352
267,192,2824,353
203,192,2824,353
199,192,2824,353
53,6,2830,283
525,404,2870,287
525,165,2880,288
472,471,2920,365
54,43,2940,245
472,192,3008,376
348,237,3040,380
441,288,3048,381
530,303,3072,384
148,6,3084,257
509,237,3096,387
486,271,3200,400
477,471,3216,402
477,192,3304,413
527,404,3330,333
237,234,3420,342
541,511,3519,391
570,424,3670,367
526,165,3680,368
219,218,4035,269
409,394,4228,302
665,663,4411,401
526,404,5016,418
241,240,5049,459
243,219,5744,359
