18.8 km,65
19.7 km,74
14.8 km,56
15.6 km,61
20.5 km,83
20.9 km,97
21.8 km,73
12.9 km,47
12.9 km,47
15.7 km,62
14.5 km,56
14.4 km,59
14.0 km,68
13.3 km,55
14.0 km,54
13.7 km,61
14.6 km,61
16.6 km,78
14.3 km,65
15.4 km,59
15.1 km,64
16.0 km,60
16.5 km,64
16.6 km,67
17.2 km,70
16.2 km,68
22.6 km,78
17.7 km,68
20.2 km,97
18.6 km,62
23.8 km,77
22.3 km,83
19.9 km,71
21.8 km,77
20.9 km,72
25.9 km,89
25.4 km,81
26.9 km,100
78.5 km,284
27.5 km,87
26.6 km,90
20.9 km,76
21.9 km,76
22.9 km,103
23.6 km,106
23.5 km,88
16.8 km,63
14.5 km,64
22.8 km,80
21.0 km,79
18.7 km,73
20.7 km,85
17.8 km,69
14.7 km,60
22.2 km,84
14.3 km,62
13.4 km,63
21.2 km,79
19.4 km,84
15.7 km,75
16.8 km,75
17.8 km,76
24.5 km,97
22.3 km,92
25.7 km,100
16.4 km,78
27.2 km,103
22.8 km,89
26.4 km,96
19.5 km,85
28.0 km,103
30.5 km,114
29.9 km,104
20.3 km,107
27.9 km,106
21.9 km,77
31.8 km,112
31.7 km,113
20.6 km,94
31.7 km,100
30.2 km,100
28.6 km,104
27.6 km,97
27.4 km,107
27.3 km,113
34.2 km,122
25.6 km,74
24.3 km,55
34.4 km,86
25.0 km,107
