6,5,234,2,1,1,2
7,5,198,7,4,1,2
7,6,218,8,2,1,2
12,5,215,8,2,1,2
12,6,225,2,1,1,2
12,7,171,7,4,1,2
45,43,114,8,2,1,2
46,43,148,8,2,1,2
46,45,119,13,2,1,3
47,43,178,2,1,1,2
47,45,106,13,2,1,3
47,46,118,2,1,1,2
53,5,237,8,2,1,2
53,6,218,2,1,1,2
53,7,223,8,2,1,2
53,12,216,8,2,1,2
54,43,197,2,1,1,2
54,45,123,1,5,1,2
54,46,170,8,2,1,2
54,47,173,2,1,1,2
62,5,153,2,1,1,2
62,7,123,8,2,1,2
62,12,139,2,1,1,2
62,53,162,2,1,1,2
78,5,235,2,1,1,2
78,7,201,8,2,1,2
78,12,219,2,1,1,2
78,53,241,2,1,1,2
84,2,139,2,1,1,2
84,11,220,2,1,1,2
102,57,189,2,1,1,2
106,2,77,27,3,1,2
106,11,89,26,6,1,2
106,84,93,8,2,1,2
113,112,159,33,7,1,2
114,113,228,26,6,1,2
115,113,197,8,2,1,2
115,114,208,2,1,1,2
116,114,197,8,2,1,2
116,115,190,2,1,1,2
117,114,186,13,2,1,3
117,115,127,2,1,1,2
117,116,200,4,1,1,3
118,115,181,8,2,1,2
118,116,171,8,2,1,2
118,117,170,32,3,1,3
125,98,173,1,5,1,2
125,109,127,2,1,1,2
130,123,153,8,2,1,2
131,108,46,1,5,1,2
137,136,149,1,5,1,2
144,112,198,2,1,1,2
145,113,198,33,7,1,2
145,144,199,2,1,1,2
146,113,213,1,5,1,2
146,115,222,1,5,1,2
146,116,197,33,7,1,2
146,117,182,31,6,1,3
148,5,230,2,1,1,2
148,6,232,2,1,1,2
148,7,170,2,1,1,2
148,12,209,8,2,1,2
148,53,223,2,1,1,2
148,78,233,2,1,1,2
153,152,111,1,5,1,2
157,148,188,33,7,1,2
165,164,95,8,2,1,2
168,166,167,1,5,1,2
175,174,82,36,7,1,3
178,176,74,20,2,3,2
186,39,113,42,3,1,4
186,182,189,27,3,1,2
187,38,120,26,6,1,2
192,191,85,20,2,3,2
193,191,93,60,3,3,2
193,192,115,20,2,3,2
194,193,11,61,3,1,1
195,191,81,20,2,3,2
195,192,94,20,2,3,2
196,191,76,60,3,3,2
196,192,121,8,2,1,2
197,191,78,60,3,3,2
197,192,116,20,2,3,2
198,192,152,8,2,1,2
198,193,141,60,3,3,2
198,195,70,27,3,1,2
198,196,105,27,3,1,2
198,197,154,27,3,1,2
199,192,29,8,2,1,2
199,193,32,60,3,3,2
199,195,38,60,3,3,2
199,196,34,60,3,3,2
199,197,26,27,3,1,2
200,191,87,60,3,3,2
200,192,127,20,2,3,2
200,198,187,27,3,1,2
203,192,162,8,2,1,2
203,193,131,60,3,3,2
203,195,83,27,3,1,2
203,196,108,27,3,1,2
203,197,175,27,3,1,2
203,200,199,27,3,1,2
204,192,169,8,2,1,2
204,193,117,60,3,3,2
204,195,83,27,3,1,2
204,196,127,27,3,1,2
204,197,173,27,3,1,2
204,200,226,27,3,1,2
205,193,136,60,3,3,2
205,198,109,8,2,1,2
205,200,130,7,4,1,2
205,203,118,8,2,1,2
205,204,145,8,2,1,2
206,191,80,20,2,3,2
206,193,171,20,2,3,2
206,195,135,20,2,3,2
206,196,151,20,2,3,2
206,197,120,21,1,3,2
206,200,155,8,2,1,2
206,205,82,67,2,3,1
207,191,66,60,3,3,2
207,192,78,20,2,3,2
207,198,105,27,3,1,2
207,203,109,27,3,1,2
207,204,110,27,3,1,2
207,206,88,8,2,1,2
212,103,46,8,2,1,2
212,109,40,2,1,1,2
212,134,42,27,3,1,2
219,218,128,2,1,1,2
225,223,142,8,2,1,2
