17.14580987,26.52232684,28.12144634,27.86551074,28.21619385,29.0373818,33.20743728,21.89609984,26.29216589,27.80668844,28.10026868,26.81559625,30.57222516,34.55508475,21.60536888,26.70124912,28.32917098,29.9365563,30.2160918,33.46982833,35.94505677,23.71824764,27.55120804,29.74376578,30.06804124,30.40877262,34.51157168,38.7352249,24.45979416,29.32922781,29.74998553
30.90532792,31.52774176,34.24726366,39.36435565,25.60005579,28.16601563,30.75513316,30.38927704,30.56874859,33.22522917,36.50573518,24.39546441,33.1602462,35.14191308,32.46284299,33.63584717,36.73720278,38.43715278,25.20988784,30.98855584,31.35656566,31.99194222,31.16738861,36.59973404,37.31026835,24.86780703,26.7680501,29.74560322,0,0,0
31.64228593,32.49101546,33.19167341,39.55321558,24.07973459,29.77746959,31.12784329,32.35195049,33.61373299,36.76491818,41.38087145,26.00168864,31.07299499,32.11858974,33.91693976,33.74433751,36.25536558,40.39393467,26.4782227,28.88482088,31.6733053,30.04953457,33.59716652,37.6551555,43.23984359,26.173299,30.17210253,31.45206594,32.03661106,34.30674424,38.08557168
41.03889138,27.67610399,32.73061087,33.03549995,34.80277657,36.05678705,38.13459932,39.20301573,27.28930432,33.96777705,35.20484306,35.42617053,38.72594032,34.17307599,37.13223633,19.53721162,27.13954794,32.48067711,33.53847777,34.93974424,36.76328004,39.1744008,26.01115153,30.42838467,31.66858115,32.22062688,34.12330825,39.04228838,42.89617997,30.3107759,0
29.40796233,31.90415844,32.29907485,34.82483158,37.67041392,41.12367256,27.2652035,31.53743436,32.71445945,34.15459899,35.49946494,37.47758066,40.97791439,27.16397831,30.14172104,32.36183472,30.03242047,33.83415231,37.38105127,40.50231294,27.53366397,32.6573591,32.72631013,34.32052813,37.11098455,40.15088783,38.92798435,30.00120556,28.7304584,34.84931107,36.97030481
37.92595348,39.25958889,41.29173409,26.11869667,29.5647776,29.32905037,34.07905037,33.48187601,36.51083243,38.48017987,25.62378472,31.1781369,33.21748426,33.99755302,35.63834864,38.37557401,40.00572691,26.14329815,31.2787722,33.33335534,33.25466917,35.20827822,37.75036608,40.65148209,27.50647647,33.66056466,31.86730372,34.36816921,36.3738199,41.0151127,0
44.26273148,30.95241597,35.72567726,36.01881956,37.79074639,38.37378018,40.19294019,44.39037211,31.08758361,35.03618511,33.29149973,37.63348088,37.76534823,39.29213528,41.02870408,28.83082497,35.05781336,35.92466416,36.93157377,37.10804171,39.41485359,38.87431243,28.59472456,34.92045299,37.5746786,35.65328273,37.38094753,39.37489185,39.7638544,29.06473882,35.97568293
34.36551927,34.53093645,36.21523727,39.63006772,40.48362598,29.0054809,35.46399581,35.82895879,34.0166804,38.82084811,39.5643929,40.30681818,28.73327285,34.94982498,36.68195125,36.0864746,38.37795928,37.96726837,39.94506021,27.57041829,34.78303992,35.69281998,37.12685,38.72183271,40.1808103,41.31516053,30.77332242,30.46090932,36.89113693,36.02309138,39.66974591
42.54785889,42.86742026,28.15272762,36.76145616,36.36590762,37.74331638,37.9226144,39.41897605,44.95918367,29.79594484,35.86743455,37.25543455,37.5002588,39.3762236,41.9272819,46.73878875,32.51644882,37.74131405,39.6897591,42.07981844,43.31933594,51.89734672,59.4948674,41.25377807,46.77435296,50.84141949,49.92432581,55.57916547,62.65412476,72.19438321,0
49.82340378,55.01737968,57.96561022,61.02421222,62.54696181,69.61398596,79.69847549,53.56791334,58.78054918,62.18982532,61.72384983,65.55455801,69.59540579,79.56768644,54.67422797,58.89012941,63.28052195,63.70315916,64.73310877,76.5983941,80.0857338,55.81588879,68.89341143,71.15985484,75.49561092,77.21440233,88.23118966,90.14827166,62.35649767,68.09446978,68.28362778
72.82665895,73.54795464,81.51923535,86.5979871,59.67867807,64.57835976,62.41630619,67.12957749,70.90884503,76.66640587,92.32359973,60.59613847,64.03390253,66.55629284,71.76852353,76.26350803,85.02411813,97.11102131,70.35346617,65.32479079,68.90055574,70.89727774,77.98033807,103.9628862,106.2068933,72.64228907,71.60906278,74.00103697,76.71549891,81.16005763,0
95.21472355,111.9797525,77.52553732,78.41331352,79.31351764,83.73922381,84.96362297,94.01631802,108.2297741,63.39383535,74.31523467,80.77765478,81.14835258,89.749452,100.0866494,112.7365138,76.4233682,91.99776349,92.2531161,98.61065944,106.2658417,113.8908617,104.7150538,68.67418346,14.14889826,77.18460488,87.6334818,94.51433491,90.09448785,93.59002004,72.56439618
