426,43,5
443,226,5
473,472,5
487,486,5
527,526,5
538,537,5
426,268,5
321,318,5
117,116,5
604,489,5
472,207,5
587,586,5
589,586,5
144,112,5
504,365,5
454,376,5
472,197,5
477,200,5
562,448,5
328,154,5
54,46,5
235,234,5
437,394,5
569,349,5
54,45,5
125,98,5
131,108,5
146,113,5
146,115,5
333,157,5
340,339,5
472,193,5
472,196,5
472,200,5
491,484,5
493,187,5
513,287,5
554,281,5
555,251,5
557,222,5
558,221,5
558,222,5
605,604,5
624,284,5
648,390,5
477,193,5
491,271,5
538,450,5
464,136,5
623,532,5
670,247,5
243,218,5
491,272,5
145,144,5
620,408,5
429,155,5
458,123,5
557,556,12
442,381,12
664,39,12
343,263,12
528,464,12
618,27,12
642,639,12
477,206,12
477,470,12
477,472,12
509,234,12
453,346,12
620,407,12
352,351,12
605,488,12
536,306,12
659,261,12
556,222,12
620,223,12
12,5,12
242,241,12
306,241,12
624,451,12
428,54,12
537,536,12
343,257,12
427,43,12
537,306,12
523,386,12
436,435,12
602,480,12
558,556,12
664,663,12
148,5,12
491,274,12
524,409,12
656,306,12
656,536,12
148,12,12
565,219,12
602,481,12
484,272,12
501,500,12
578,255,12
659,263,12
526,164,12
442,380,12
303,290,12
579,255,12
270,116,12
656,241,12
454,381,12
525,164,12
53,7,12
295,290,12
358,115,12
515,334,12
538,306,12
538,536,12
560,532,12
488,273,12
488,275,12
443,223,12
621,443,12
453,237,12
516,334,12
408,226,1
596,423,1
443,225,1
329,186,1
53,12,1
452,176,1
307,306,1
451,288,1
268,46,1
538,241,1
536,242,1
581,399,1
407,226,1
427,268,1
541,236,1
78,5,1
272,271,1
46,45,1
84,11,1
450,242,1
263,257,1
537,242,1
576,477,1
600,457,1
118,116,1
53,5,1
106,11,1
114,113,1
146,117,1
187,38,1
260,259,1
305,241,1
400,170,1
415,413,1
415,414,1
419,417,1
440,350,1
524,521,1
551,415,1
552,419,1
574,9,1
603,602,1
605,489,1
607,520,1
611,540,1
622,411,1
602,176,1
649,437,1
334,168,1
546,9,1
570,266,1
254,27,1
453,235,1
650,649,1
453,234,1
603,481,1
616,530,1
137,136,1
495,98,1
450,307,1
602,452,1
225,223,1
386,385,1
348,234,1
537,307,1
649,524,1
656,242,1
299,290,1
303,295,1
498,312,1
581,579,1
664,329,1
618,254,1
643,141,1
621,408,1
343,342,1
270,117,1
273,272,1
275,272,1
342,257,1
450,306,1
656,307,1
581,578,1
643,140,1
411,353,1
475,205,1
475,474,1
400,171,1
623,465,1
506,504,14
610,254,14
618,610,14
524,389,14
654,623,14
652,511,14
263,261,14
659,257,14
78,12,14
78,53,14
510,346,14
538,242,14
651,346,14
307,242,14
484,274,14
504,366,14
381,380,14
536,450,14
621,407,14
261,259,14
609,27,14
428,43,14
537,241,14
604,488,14
663,329,14
527,525,14
536,241,14
538,307,14
616,295,14
654,278,14
488,486,14
591,229,14
654,560,14
346,235,14
178,176,14
346,234,14
477,191,14
605,273,14
605,275,14
523,389,14
623,276,14
207,206,14
458,130,14
573,102,14
610,609,14
270,118,14
6,5,14
62,5,14
428,46,14
493,492,14
481,176,14
274,271,14
346,237,14
428,268,14
115,114,14
474,206,14
474,470,14
454,442,14
623,547,14
408,223,14
652,510,14
148,78,14
650,409,14
652,651,14
437,409,14
408,225,14
473,206,14
473,470,14
600,98,14
623,559,14
663,39,14
532,465,14
46,43,14
451,441,14
274,272,14
407,223,14
407,225,14
299,295,14
560,465,14
652,237,6
130,123,6
