6,5,0,2,19,252,7
6,5,1,2,165,252,65
6,5,2,2,63,252,25
6,5,2,3,3,252,1
7,5,0,2,18,250,7
7,5,1,2,48,250,19
7,5,2,2,179,250,71
7,5,2,3,4,250,1
7,6,0,2,8,251,3
7,6,1,2,33,251,13
7,6,2,2,203,251,80
7,6,2,3,4,251,1
12,5,0,2,10,228,4
12,5,1,2,38,228,16
12,5,2,2,176,228,77
12,5,2,3,3,228,1
12,6,0,2,6,229,2
12,6,1,2,31,229,13
12,6,2,2,187,229,81
12,6,2,3,4,229,1
12,7,0,2,18,227,7
12,7,1,2,120,227,52
12,7,1,3,3,227,1
12,7,2,2,84,227,37
45,43,0,2,5,210,2
45,43,1,2,12,210,5
45,43,2,2,190,210,90
45,43,2,3,3,210,1
46,43,0,2,15,227,6
46,43,1,2,61,227,26
46,43,2,2,128,227,56
46,43,2,3,4,227,1
46,43,3,2,18,227,7
46,45,0,2,14,209,6
46,45,1,2,153,209,73
46,45,2,2,26,209,12
46,45,3,2,13,209,6
47,43,0,2,14,223,6
47,43,1,2,58,223,26
47,43,2,2,133,223,59
47,43,3,2,13,223,5
47,45,0,2,8,210,3
47,45,1,2,155,210,73
47,45,2,2,16,210,7
47,45,3,2,28,210,13
47,46,0,2,11,222,4
47,46,1,2,79,222,35
47,46,2,2,78,222,35
47,46,3,2,49,222,22
53,5,0,2,14,252,5
53,5,1,2,96,252,38
53,5,2,2,137,252,54
53,5,2,3,4,252,1
53,6,0,2,10,253,3
53,6,1,2,45,253,17
53,6,2,2,191,253,75
53,6,2,3,3,253,1
53,7,0,2,10,251,3
53,7,1,2,178,251,70
53,7,1,3,3,251,1
53,7,2,2,55,251,21
53,12,0,2,14,229,6
53,12,1,2,136,229,59
53,12,2,2,73,229,31
53,12,2,3,3,229,1
54,43,0,2,11,216,5
54,43,1,2,158,216,73
54,43,2,2,40,216,18
54,43,2,3,3,216,1
54,45,0,2,2,198,1
54,45,1,2,192,198,96
54,45,1,3,2,198,1
54,46,0,2,6,214,2
54,46,1,2,180,214,84
54,46,1,3,3,214,1
54,46,2,2,17,214,7
54,46,3,2,6,214,2
54,47,0,2,9,210,4
54,47,1,2,177,210,84
54,47,1,3,3,210,1
54,47,2,2,15,210,7
54,47,3,2,4,210,1
62,5,0,2,9,162,5
62,5,1,2,30,162,18
62,5,1,3,2,162,1
62,5,2,2,118,162,72
62,7,0,2,7,161,4
62,7,1,2,70,161,43
62,7,1,3,4,161,2
62,7,2,2,78,161,48
62,12,0,2,8,145,5
62,12,1,2,64,145,44
62,12,1,3,2,145,1
62,12,2,2,68,145,46
62,53,0,2,3,163,1
62,53,1,2,47,163,28
62,53,1,3,2,163,1
62,53,2,2,107,163,65
62,53,2,3,3,163,1
78,5,0,2,16,251,6
78,5,1,2,78,251,31
78,5,2,2,152,251,60
78,5,2,3,5,251,1
78,7,0,2,24,250,9
78,7,1,2,153,250,61
78,7,1,3,4,250,1
78,7,2,2,67,250,26
78,12,0,2,11,228,4
78,12,1,2,167,228,73
78,12,1,3,4,228,1
78,12,2,2,45,228,19
78,53,0,2,15,252,5
78,53,1,2,108,252,42
78,53,1,3,3,252,1
78,53,2,2,123,252,48
84,2,0,2,5,142,3
84,2,1,2,55,142,38
84,2,2,2,81,142,57
84,11,0,2,11,229,4
84,11,1,2,91,229,39
84,11,1,3,3,229,1
84,11,2,2,122,229,53
102,57,0,2,15,211,7
102,57,1,2,52,211,24
102,57,2,2,142,211,67
106,2,0,2,1,74,1
106,2,1,2,69,74,93
106,2,2,2,4,74,5
106,11,0,2,1,86,1
106,11,1,2,84,86,97
106,11,2,2,1,86,1
106,84,1,2,86,88,97
106,84,2,2,2,88,2
113,112,0,2,18,238,7
113,112,1,2,90,238,37
113,112,1,3,3,238,1
113,112,2,2,125,238,52
114,113,0,2,6,239,2
114,113,1,2,55,239,23
114,113,2,2,173,239,72
114,113,2,3,3,239,1
115,113,0,2,19,214,8
115,113,1,2,90,214,42
115,113,2,2,102,214,47
115,114,0,2,16,222,7
115,114,1,2,157,222,70
115,114,1,3,3,222,1
115,114,2,2,45,222,20
116,114,0,2,16,229,6
116,114,1,2,103,229,44
116,114,2,2,108,229,47
116,115,0,2,19,214,8
116,115,1,2,49,214,22
116,115,2,2,145,214,67
117,114,0,2,9,221,4
117,114,1,2,39,221,17
117,114,2,2,170,221,76
117,115,1,2,18,202,8
117,115,2,2,180,202,89
117,116,0,2,9,210,4
117,116,1,2,27,210,12
117,116,2,2,172,210,81
118,115,0,2,10,195,5
118,115,1,2,45,195,23
118,115,2,2,135,195,69
118,115,2,3,3,195,1
118,116,0,2,14,199,7
118,116,1,2,140,199,70
118,116,2,2,43,199,21
118,117,0,2,9,189,4
118,117,1,2,150,189,79
118,117,2,2,28,189,14
118,117,2,3,2,189,1
125,98,0,2,5,203,2
125,98,1,2,98,203,48
125,98,2,2,91,203,44
125,98,3,2,6,203,2
125,109,0,2,13,182,7
125,109,1,2,75,182,41
125,109,2,2,93,182,51
130,123,0,2,11,187,5
130,123,1,2,63,187,33
130,123,2,2,104,187,55
130,123,3,2,8,187,4
131,108,0,2,1,42,2
131,108,1,2,2,42,4
131,108,2,2,39,42,92
137,136,0,2,12,177,6
137,136,1,2,101,177,57
137,136,2,2,52,177,29
137,136,3,2,9,177,5
144,112,0,2,21,231,9
144,112,1,2,118,231,51
144,112,1,3,3,231,1
144,112,2,2,86,231,37
145,113,0,2,18,230,7
145,113,1,2,75,230,32
145,113,2,2,132,230,57
145,113,2,3,3,230,1
145,144,0,2,13,223,5
145,144,1,2,20,223,8
145,144,2,2,184,223,82
145,144,2,3,4,223,1
146,113,0,2,10,225,4
146,113,1,2,43,225,19
146,113,2,2,168,225,74
146,113,2,3,4,225,1
146,115,0,2,6,225,2
146,115,1,2,51,225,22
146,115,2,2,164,225,72
146,115,2,3,3,225,1
146,116,0,2,15,223,6
146,116,1,2,118,223,52
146,116,2,2,89,223,39
146,117,0,2,12,210,5
146,117,1,2,158,210,75
146,117,2,2,38,210,18
148,5,0,2,5,250,2
148,5,1,2,12,250,4
148,5,2,2,225,250,90
148,5,2,3,4,250,1
148,5,3,2,3,250,1
148,6,0,2,9,251,3
148,6,1,2,16,251,6
148,6,2,2,220,251,87
148,6,2,3,4,251,1
148,7,0,2,18,249,7
148,7,1,2,58,249,23
148,7,2,2,156,249,62
148,7,3,2,11,249,4
148,12,0,2,16,227,7
148,12,1,2,46,227,20
148,12,2,2,160,227,70
148,53,0,2,9,251,3
148,53,1,2,38,251,15
148,53,2,2,197,251,78
