2017-01-01,2
2017-01-02,1
2017-01-03,1
2017-01-04,1
2017-01-05,0
2017-01-06,1
2017-01-07,1
2017-01-08,1
2017-01-09,1
2017-01-10,1
2017-01-11,0
2017-01-12,0
2017-01-13,1
2017-01-14,1
2017-01-15,1
2017-01-16,1
2017-01-17,1
2017-01-18,2
2017-01-19,1
2017-01-20,0
2017-01-21,0
2017-01-22,1
2017-01-23,0
2017-01-24,1
2017-01-25,1
2017-01-26,1
2017-01-27,1
2017-01-28,1
2017-01-29,1
2017-01-30,1
2017-01-31,2
2017-02-01,1
2017-02-02,2
2017-02-03,2
2017-02-04,1
2017-02-05,1
2017-02-06,2
2017-02-07,1
2017-02-08,1
2017-02-09,2
2017-02-10,2
2017-02-11,0
2017-02-12,1
2017-02-13,1
2017-02-14,1
2017-02-15,1
2017-02-16,1
2017-02-17,0
2017-02-21,2
2017-02-22,1
2017-02-23,1
2017-02-24,1
2017-02-25,1
2017-02-26,2
2017-02-27,1
2017-02-28,1
2017-03-01,1
2017-03-02,1
2017-03-03,1
2017-03-04,1
2017-03-05,1
2017-03-06,0
2017-03-07,2
2017-03-08,2
2017-03-09,0
2017-03-10,1
2017-03-11,0
2017-03-13,1
2017-03-14,2
2017-03-15,1
2017-03-16,0
2017-03-21,1
2017-03-22,0
2017-03-23,1
2017-03-24,1
2017-03-25,1
2017-03-26,1
2017-03-27,2
2017-03-28,1
2017-03-29,1
2017-03-30,2
2017-03-31,2
2017-04-01,1
2017-04-03,1
2017-04-04,1
2017-04-05,0
2017-04-06,0
2017-04-07,1
2017-04-08,0
2017-04-09,1
2017-04-10,0
2017-04-11,1
2017-04-12,2
2017-04-13,1
2017-04-14,1
2017-04-15,1
2017-04-16,1
2017-04-17,1
2017-04-18,1
2017-04-21,1
2017-04-22,1
2017-04-23,1
2017-04-24,0
2017-04-25,2
2017-04-26,2
2017-04-27,1
2017-04-28,0
2017-04-29,1
2017-04-30,1
2017-05-01,1
2017-05-02,0
2017-05-03,1
2017-05-04,1
2017-05-05,1
2017-05-06,2
2017-05-07,1
2017-05-08,1
2017-05-09,1
2017-05-15,1
2017-05-16,2
2017-05-17,1
2017-05-18,1
2017-05-19,1
2017-05-20,2
2017-05-21,2
2017-05-22,1
2017-05-24,2
2017-05-25,1
2017-05-26,1
2017-05-27,1
2017-05-28,1
2017-05-29,1
2017-05-30,1
2017-05-31,1
2017-06-01,1
2017-06-02,1
2017-06-03,1
2017-06-04,1
2017-06-05,1
2017-06-06,1
2017-06-07,1
2017-06-08,0
2017-06-09,1
2017-06-16,2
2017-06-17,1
2017-06-18,1
2017-06-19,1
2017-06-20,1
2017-06-21,1
2017-06-22,1
2017-06-23,1
2017-06-24,2
2017-06-25,2
2017-06-26,1
2017-06-27,0
2017-06-28,0
2017-06-29,2
2017-06-30,0
2017-07-01,1
2017-07-02,2
2017-07-03,2
2017-07-04,0
2017-07-05,1
2017-07-06,1
2017-07-07,1
2017-07-08,1
2017-07-09,1
2017-07-10,1
2017-07-11,1
2017-07-12,1
2017-07-13,1
2017-07-14,1
2017-07-15,1
2017-08-01,2
2017-08-02,0
2017-08-03,2
2017-08-04,0
2017-08-05,2
2017-08-06,2
2017-08-07,2
2017-08-08,1
2017-08-12,1
2017-08-13,0
2017-08-14,1
2017-08-16,1
2017-08-17,1
2017-08-18,1
2017-08-19,1
2017-08-22,1
2017-08-24,2
2017-08-25,1
2017-08-26,0
2017-08-27,1
2017-08-28,1
2017-08-30,1
2017-08-31,1
2017-09-01,1
2017-09-02,1
2017-09-03,1
2017-09-04,0
2017-09-05,1
2017-09-06,2
2017-09-07,0
2017-09-08,1
2017-09-09,1
2017-09-10,2
2017-09-11,0
2017-09-12,1
2017-09-13,1
2017-09-15,1
2017-09-16,1
2017-09-17,1
2017-09-18,2
2017-09-19,1
2017-09-20,1
2017-09-21,2
2017-09-22,1
2017-09-23,2
2017-09-24,1
2017-09-25,0
2017-09-26,1
2017-09-27,1
2017-09-28,1
2017-09-29,0
2017-09-30,1
2017-10-01,1
2017-10-02,2
2017-10-03,2
2017-10-04,1
2017-10-05,0
2017-10-06,1
2017-10-07,2
2017-10-09,1
2017-10-10,1
2017-10-11,1
2017-10-13,1
2017-10-15,0
2017-10-16,1
2017-10-17,2
2017-10-18,1
2017-10-19,2
2017-10-20,1
2017-10-21,1
2017-10-22,1
2017-10-23,0
2017-10-24,2
2017-10-25,1
2017-10-26,0
2017-11-28,1
2017-11-29,0
2017-11-30,1
2017-12-01,1
2017-12-02,2
2017-12-03,2
2017-12-04,2
2017-12-05,1
2017-12-06,1
2017-12-07,2
2017-12-08,2
2017-12-09,1
2017-12-10,0
2017-12-11,1
2017-12-12,1
2017-12-13,1
2017-12-14,1
2017-12-15,2
2017-12-16,2
2017-12-17,1
2017-12-18,1
2017-12-19,1
2017-12-20,1
2017-12-21,1
2017-12-23,1
2017-12-24,1
2017-12-25,1
2017-12-26,2
2017-12-27,1
2017-12-28,2
2017-12-29,1
2017-12-30,1
2017-12-31,1
