116_114,-1
118_116,-1
125_109,-1
148_7,-1
206_191,-1
206_195,-1
206_200,-1
225_223,-1
237_234,-1
242_241,-1
261_257,-1
273_271,-1
313_2,-1
346_237,-1
348_237,-1
354_353,-1
388_386,-1
407_223,-1
412_353,-1
427_268,-1
443_225,-1
443_226,-1
450_242,-1
471_191,-1
471_195,-1
471_207,-1
473_191,-1
474_193,-1
474_198,-1
474_473,-1
476_200,-1
476_473,-1
476_474,-1
481_480,-1
487_271,-1
487_275,-1
511_510,-1
525_164,-1
536_242,-1
537_242,-1
537_536,-1
587_584,-1
651_237,-1
102_57,2
106_11,0
106_2,0
106_84,0
114_113,3
115_113,2
115_114,2
116_115,3
117_114,3
117_115,3
118_115,3
118_117,2
125_98,2
12_6,3
12_7,3
130_123,3
146_113,3
146_115,3
146_116,3
146_117,2
148_12,3
148_5,3
148_53,3
148_6,3
148_78,3
157_148,3
165_164,3
186_182,3
186_39,2
187_38,2
198_192,2
198_193,2
198_195,0
198_196,3
198_197,2
206_193,2
206_196,3
206_197,2
206_205,2
219_218,2
226_225,2
235_234,2
236_234,3
236_235,3
237_235,3
241_240,2
249_247,2
249_248,2
251_248,2
251_250,3
254_27,3
259_258,2
260_257,2
260_259,3
261_258,3
261_259,3
270_114,3
270_115,3
270_116,3
270_117,0
270_118,3
270_146,3
272_271,3
273_272,2
274_271,3
274_272,3
278_276,2
281_279,2
282_116,2
282_118,2
282_119,0
288_287,3
295_290,3
298_297,2
299_290,3
299_295,2
300_125,3
300_212,0
303_290,3
303_295,2
304_106,0
304_111,0
304_125,0
305_241,3
305_242,0
306_241,2
306_305,2
307_241,2
307_242,0
307_305,2
307_306,3
314_140,3
314_141,3
318_18,3
318_221,3
318_222,3
318_316,3
321_18,3
321_221,3
321_222,3
321_316,3
324_155,3
329_186,2
329_39,2
343_257,2
343_260,3
343_261,3
343_263,3
343_342,2
346_234,3
346_235,3
347_234,3
347_235,3
348_234,3
348_235,3
348_236,3
350_349,3
366_365,2
376_19,2
380_376,3
380_378,3
386_385,2
388_387,2
389_386,2
389_387,2
404_164,2
407_225,3
407_226,3
409_387,2
409_388,3
409_389,3
409_394,3
411_353,2
411_354,2
412_354,3
412_411,3
419_417,2
426_268,2
426_46,2
426_47,2
426_54,3
427_43,2
427_46,2
427_47,2
427_54,3
437_394,3
437_409,3
439_168,3
439_334,3
440_349,2
440_350,2
441_288,2
442_376,3
442_378,2
442_380,2
442_381,3
443_223,2
450_241,3
450_305,3
450_306,3
450_307,3
451_284,2
451_288,2
451_441,2
457_130,2
457_98,2
45_43,3
463_136,3
464_136,3
464_463,2
465_278,3
466_278,3
46_43,2
46_45,2
471_193,3
471_196,3
471_197,2
471_198,3
471_200,3
471_204,3
473_192,2
473_198,3
473_203,3
473_204,3
473_206,3
473_470,3
473_471,2
473_472,0
474_200,3
474_203,3
474_204,3
474_206,3
474_470,3
476_192,2
476_193,2
476_195,0
476_196,3
476_197,2
476_205,0
476_207,2
476_471,2
480_176,3
480_452,3
481_176,3
481_452,3
483_174,3
484_272,3
484_273,3
484_274,3
484_275,3
487_273,3
487_486,3
488_272,3
488_273,3
488_275,3
488_484,3
488_486,3
488_487,3
489_273,3
489_488,3
492_187,3
492_38,3
497_111,3
497_121,3
497_304,0
497_495,3
502_189,3
502_455,3
503_502,2
504_365,2
504_366,3
506_365,2
506_504,2
509_234,2
509_236,2
509_237,2
509_346,2
509_348,2
510_236,2
510_237,2
510_346,2
510_347,2
510_348,2
511_234,2
511_235,3
511_346,2
511_509,3
515_168,2
515_334,2
515_439,2
515_447,2
520_363,2
521_394,2
521_409,2
521_437,2
523_386,3
523_387,2
523_388,3
523_389,3
523_409,2
524_388,2
524_389,3
524_394,2
524_409,2
524_437,2
524_521,3
524_523,2
525_165,2
525_404,3
529_297,2
532_276,2
532_465,2
532_466,2
536_241,3
536_305,2
536_306,3
536_450,2
537_241,3
537_305,3
537_306,3
537_307,3
539_450,3
539_538,3
53_12,2
53_5,3
53_6,3
53_7,2
546_9,0
547_278,3
547_532,3
548_278,3
548_532,3
54_43,2
54_45,2
54_47,2
559_278,2
559_532,2
560_276,2
560_465,2
560_466,2
560_532,3
560_547,2
560_548,2
560_559,3
562_263,3
562_448,3
563_257,3
563_259,3
563_263,3
563_342,3
563_343,3
578_255,2
578_399,2
579_255,2
579_399,2
586_584,3
586_585,3
587_585,3
587_586,2
588_587,3
604_273,3
604_275,3
604_488,3
609_254,2
609_27,2
610_254,2
610_609,2
623_276,2
623_465,2
623_466,2
623_532,3
623_547,2
623_548,2
623_559,3
649_387,2
649_388,3
649_389,3
649_394,3
649_437,2
649_521,3
649_524,3
651_236,2
651_346,2
651_347,2
651_348,2
651_511,2
6_5,2
78_12,2
78_5,3
78_53,2
78_7,2
7_5,3
7_6,3
