12,5,0,71,1
604,489,0,75,1
472,207,0,79,1
321,318,0,82,1
426,43,0,83,1
454,376,0,88,1
472,197,0,90,1
477,200,0,91,1
562,448,0,91,1
328,154,0,93,1
117,115,0,94,1
558,222,0,100,1
473,472,0,100,1
493,187,0,100,1
472,193,0,100,1
605,604,0,100,1
554,281,0,100,1
648,390,0,100,1
116,115,0,100,1
624,284,0,100,1
443,226,0,100,1
146,115,0,100,1
125,98,0,100,1
333,157,0,100,1
472,196,0,100,1
340,339,0,100,1
557,222,0,100,1
53,5,0,100,1
513,287,0,100,1
146,113,0,100,1
574,9,0,100,1
555,251,0,100,1
558,221,0,100,1
131,108,0,100,1
54,45,0,100,1
472,200,0,100,1
477,193,0,101,1
487,486,0,106,1
426,268,0,113,1
464,136,0,113,1
538,537,0,125,1
623,532,0,125,1
491,271,0,152,1
358,115,0,196,1
664,663,0,197,1
260,259,0,200,1
636,520,0,200,1
106,11,0,200,1
415,414,0,200,1
187,38,0,200,1
444,163,0,200,1
524,521,0,200,1
146,117,0,200,1
415,413,0,200,1
117,114,0,200,1
116,114,0,200,1
622,411,0,200,1
552,419,0,200,1
440,350,0,200,1
603,602,0,200,1
114,113,0,200,1
305,241,0,200,1
605,489,0,200,1
7,5,0,200,1
419,417,0,200,1
412,354,0,200,1
551,415,0,200,1
397,396,0,200,1
611,540,0,200,1
607,520,0,200,1
400,170,0,200,1
570,266,0,208,1
137,136,0,213,1
273,272,0,243,1
275,272,0,243,1
523,386,0,246,1
503,502,0,300,1
389,387,0,300,1
304,106,0,300,1
146,116,0,300,1
157,148,0,300,1
563,259,0,300,1
381,378,0,300,1
113,112,0,300,1
175,174,0,300,1
448,263,0,300,1
497,304,0,300,1
646,455,0,400,1
145,113,0,400,1
646,503,0,400,1
334,166,0,400,1
502,455,0,400,1
562,263,0,400,1
502,189,0,400,1
386,385,0,411,1
115,113,0.001577287,317,1
333,148,0.002222222,225,1
499,140,0.002358491,212,1
212,134,0.0025,200,1
347,234,0.002695418,371,1
12,7,0.002915452,343,1
115,114,0.004273504,117,1
659,342,0.004301075,465,1
643,140,0.004464286,112,1
607,363,0.004474273,447,1
523,387,0.004618938,433,2
429,155,0.004672897,107,2
499,314,0.004842615,413,2
660,342,0.004950495,404,2
288,287,0.005,400,2
537,305,0.005,400,2
454,19,0.005,400,2
489,273,0.005,400,2
534,134,0.005102041,392,2
282,116,0.005263158,380,2
607,362,0.00536193,373,2
291,287,0.00536193,373,2
168,166,0.005420054,369,2
488,272,0.005420054,369,2
623,466,0.005586592,358,2
654,532,0.005681818,352,2
376,19,0.005865103,341,2
564,563,0.00591716,338,2
153,152,0.006024096,332,2
516,166,0.006097561,328,2
489,488,0.006134969,326,2
538,241,0.006134969,326,2
429,324,0.006153846,325,2
106,2,0.00619195,323,2
659,562,0.006369427,314,2
357,115,0.006369427,314,2
358,116,0.006369427,314,2
643,314,0.006389776,313,2
261,259,0.006472492,309,2
348,234,0.006493506,308,2
306,305,0.006666667,300,2
275,271,0.006666667,300,2
186,39,0.006666667,300,2
604,273,0.006666667,300,2
495,125,0.006666667,300,2
259,258,0.006666667,300,2
273,271,0.006666667,300,2
604,275,0.006666667,300,2
305,242,0.006666667,300,2
635,350,0.006666667,300,2
263,259,0.006666667,300,2
380,378,0.006666667,300,2
583,2,0.006666667,300,2
539,538,0.006666667,300,2
569,350,0.006666667,300,2
466,278,0.006756757,296,2
358,117,0.006872852,291,2
538,307,0.006968641,287,2
548,532,0.007102273,352,2
635,440,0.007168459,279,2
569,440,0.007168459,279,2
347,235,0.007246377,414,2
530,529,0.00729927,274,2
530,298,0.00729927,274,2
663,39,0.007380074,271,2
559,532,0.00739645,338,2
251,250,0.007462687,335,2
547,532,0.00748503,334,2
532,276,0.007621951,328,2
528,136,0.007633588,262,2
274,271,0.007751938,258,2
326,99,0.0078125,256,2
656,241,0.007843137,255,2
491,273,0.007936508,252,2
491,275,0.007936508,252,2
532,465,0.008012821,312,2
618,254,0.008032129,249,2
651,347,0.008042895,373,2
510,347,0.008086253,371,2
520,363,0.008097166,247,2
381,376,0.008130081,246,2
538,306,0.008196721,244,2
501,431,0.008219178,365,2
538,536,0.008298755,241,2
513,288,0.008389262,298,2
564,260,0.008403361,238,2
577,298,0.008403361,238,2
577,529,0.008403361,238,2
573,102,0.008474576,236,2
532,466,0.008547009,234,2
483,174,0.008583691,233,2
660,563,0.008583691,233,2
660,260,0.008583691,233,2
541,510,0.008645533,347,2
541,235,0.008645533,347,2
342,260,0.008733624,458,2
655,136,0.00877193,228,2
654,278,0.008810573,227,2
537,241,0.008849558,226,2
604,488,0.008849558,226,2
324,155,0.008888889,225,2
321,222,0.008982036,334,3
321,221,0.008982036,334,3
573,313,0.009049774,442,3
555,249,0.009118541,329,3
524,389,0.00913242,219,3
178,176,0.00913242,219,3
477,198,0.009153318,437,3
148,53,0.009202454,163,3
400,171,0.00921659,217,3
558,321,0.00921659,434,3
557,321,0.00921659,434,3
656,307,0.009259259,216,3
403,163,0.009259259,216,3
477,476,0.009302326,430,3
477,204,0.009302326,430,3
665,186,0.00931677,322,3
148,7,0.009328358,268,3
53,7,0.009345794,107,3
659,448,0.009345794,214,3
314,140,0.009389671,213,3
499,141,0.009433962,212,3
651,348,0.009433962,424,3
510,348,0.009478673,422,3
357,116,0.009546539,419,3
581,579,0.009569378,209,3
333,5,0.009615385,364,3
442,378,0.009661836,207,3
357,126,0.009661836,414,3
388,387,0.009708738,206,3
348,235,0.009708738,412,3
541,509,0.009771987,307,3
581,255,0.009771987,307,3
318,222,0.009933775,302,3
318,221,0.009933775,302,3
557,318,0.009950249,402,3
558,318,0.009950249,402,3
477,191,0.01,200,3
605,273,0.01,200,3
605,275,0.01,200,3
205,200,0.01,400,3
474,473,0.01,400,3
464,463,0.01,400,3
474,200,0.01,400,3
524,437,0.01,400,3
427,47,0.010075567,397,3
654,623,0.010152284,197,3
448,257,0.010152284,394,3
260,257,0.010152284,394,3
333,12,0.010178117,393,3
487,275,0.010204082,196,3
534,103,0.010204082,392,3
474,193,0.01025641,390,3
194,193,0.01025641,390,3
205,193,0.01025641,390,3
603,176,0.010309278,291,3
663,329,0.010362694,193,3
665,325,0.010416667,384,3
563,263,0.010471204,382,3
634,366,0.010582011,378,3
427,54,0.010600707,283,3
634,506,0.010666667,375,3
381,380,0.010695187,187,3
487,271,0.010695187,374,3
481,452,0.010791367,278,3
560,466,0.010810811,370,3
480,452,0.010830325,277,3
451,288,0.010928962,183,3
563,257,0.010928962,366,3
53,12,0.010989011,182,3
624,288,0.010989011,364,3
548,278,0.011013216,227,3
624,451,0.011049724,181,3
275,274,0.011173184,358,3
618,610,0.011235955,178,3
534,109,0.011331445,353,3
450,306,0.011363636,176,3
563,342,0.011363636,440,3
263,260,0.011396011,351,3
475,474,0.011428571,175,3
475,205,0.011428571,175,3
656,306,0.011560694,173,3
212,103,0.011627907,215,3
261,258,0.011661808,343,3
495,98,0.011695906,171,3
470,191,0.011695906,342,3
564,261,0.011695906,342,3
206,191,0.011695906,342,3
559,278,0.011737089,213,3
574,546,0.011737089,213,3
656,536,0.011764706,170,3
511,509,0.01179941,339,3
130,123,0.011811024,254,3
602,480,0.01183432,169,3
334,168,0.01183432,169,3
664,329,0.01183432,169,3
597,266,0.01183432,338,3
564,258,0.01183432,338,3
564,263,0.01183432,338,3
492,187,0.011869436,337,3
270,146,0.011869436,337,3
313,2,0.011904762,420,3
304,125,0.011940299,335,3
547,278,0.011961722,209,3
448,261,0.012084592,331,3
597,29,0.012121212,330,3
488,486,0.012195122,328,3
186,182,0.012254902,408,3
278,276,0.012315271,203,3
537,307,0.012345679,162,3
193,191,0.0125,320,3
203,197,0.0125,320,3
203,196,0.0125,320,3
267,195,0.0125,320,3
203,200,0.0125,320,3
199,197,0.0125,320,3
199,196,0.0125,320,3
199,195,0.0125,320,3
267,200,0.0125,320,3
203,195,0.0125,320,3
267,196,0.0125,320,3
267,207,0.0125,320,3
267,197,0.0125,320,3
516,447,0.012578616,159,3
428,427,0.012578616,318,3
450,242,0.012658228,158,3
623,548,0.012690355,197,3
622,353,0.012698413,315,3
450,305,0.012698413,315,3
282,119,0.012820513,273,3
603,481,0.012903226,155,3
267,193,0.012903226,310,3
203,193,0.012903226,310,3
199,193,0.012903226,310,3
200,191,0.012903226,310,3
443,225,0.012987013,154,3
452,176,0.012987013,154,3
442,376,0.013029316,307,3
485,483,0.013071895,306,3
453,237,0.013157895,152,3
511,235,0.013157895,304,3
318,18,0.013157895,380,3
198,197,0.01320132,303,3
198,196,0.01320132,303,3
198,195,0.01320132,303,3
380,376,0.013289037,301,3
524,523,0.013289037,301,3
463,136,0.013333333,300,3
473,203,0.013333333,300,3
207,198,0.013333333,300,3
200,198,0.013333333,300,3
304,111,0.013333333,300,3
473,198,0.013333333,300,3
589,584,0.013333333,300,3
589,588,0.013333333,300,3
207,203,0.013333333,300,3
354,353,0.013333333,300,3
589,585,0.013333333,300,3
