s1,s2,vals,quad,countq
495,125,0,2,13
495,125,1,1,1
495,125,1,2,129
495,125,1,3,1
495,125,2,2,17
495,125,3,2,7
495,130,0,2,10
495,130,1,2,116
495,130,2,2,12
495,130,3,2,11
495,457,0,2,15
495,457,1,2,99
495,457,1,3,1
495,457,2,1,1
495,457,2,2,62
495,457,2,3,2
495,457,3,2,2
497,111,0,2,17
497,111,0,3,1
497,111,1,2,60
497,111,1,3,2
497,111,2,2,104
497,111,2,3,1
497,111,3,1,1
497,111,3,2,48
497,111,3,3,1
497,121,0,2,24
497,121,0,3,1
497,121,1,2,43
497,121,1,3,2
497,121,2,1,1
497,121,2,2,119
497,121,2,3,2
497,121,3,2,35
497,304,0,2,10
497,304,1,2,18
497,304,2,2,68
497,304,3,2,22
497,495,0,2,6
497,495,1,2,35
497,495,1,3,2
497,495,2,2,106
497,495,3,1,1
497,495,3,2,28
497,495,3,3,1
498,138,0,2,6
498,138,1,2,22
498,138,1,3,1
498,138,2,1,1
498,138,2,2,173
498,138,2,3,3
498,138,3,2,2
498,312,0,2,8
498,312,1,2,11
498,312,1,3,1
498,312,2,1,1
498,312,2,2,197
498,312,2,3,4
498,312,3,2,17
499,140,0,2,14
499,140,1,1,1
499,140,1,2,108
499,140,1,3,2
499,140,2,2,48
499,140,2,3,3
499,140,3,2,8
499,141,0,1,1
499,141,0,2,9
499,141,1,2,180
499,141,1,3,4
499,141,2,2,10
499,141,2,3,1
499,141,3,2,16
499,314,0,1,1
499,314,0,2,4
499,314,1,2,198
499,314,1,3,3
499,314,2,2,10
499,314,2,3,2
499,314,3,2,3
501,431,0,2,13
501,431,1,2,141
501,431,1,3,2
501,431,2,2,40
501,431,2,3,3
501,431,3,2,6
501,500,0,2,14
501,500,1,2,38
501,500,1,3,2
501,500,2,2,117
501,500,2,3,3
501,500,3,1,1
501,500,3,2,60
502,189,0,2,14
502,189,1,2,112
502,189,1,3,5
502,189,2,2,100
502,189,3,2,5
502,455,0,2,19
502,455,1,2,75
502,455,1,3,2
502,455,2,2,87
502,455,2,3,3
502,455,3,2,4
503,502,0,2,23
503,502,1,2,115
503,502,1,3,1
503,502,2,2,68
503,502,3,2,2
504,365,0,2,24
504,365,0,3,1
504,365,1,1,1
504,365,1,2,159
504,365,1,3,1
504,365,2,2,16
504,365,2,3,2
504,365,3,2,42
504,365,3,3,1
504,366,0,2,19
504,366,1,2,29
504,366,2,2,98
504,366,3,2,43
506,365,0,2,14
506,365,1,2,163
506,365,1,3,3
506,365,2,2,17
506,365,2,3,1
506,365,3,1,1
506,365,3,2,44
506,365,3,3,1
506,504,0,2,19
506,504,1,1,1
506,504,1,2,119
506,504,1,3,1
506,504,2,2,40
506,504,2,3,3
506,504,3,2,66
506,504,3,3,1
507,366,0,2,14
507,366,1,2,16
507,366,2,2,137
507,366,3,2,13
507,506,0,2,17
507,506,1,2,21
507,506,2,1,1
507,506,2,2,167
507,506,2,3,4
507,506,3,2,25
507,506,3,3,1
509,234,0,2,14
509,234,1,2,164
509,234,1,3,5
509,234,2,2,20
509,234,3,2,26
509,236,0,2,8
509,236,1,2,198
509,236,1,3,5
509,236,2,2,14
509,236,3,2,3
509,237,0,2,21
509,237,1,2,70
509,237,1,3,1
509,237,2,2,90
509,237,2,3,2
509,237,3,2,23
509,237,3,3,2
509,346,0,2,9
509,346,1,2,158
509,346,1,3,1
509,346,2,2,17
509,346,3,2,8
509,348,0,2,3
509,348,1,2,199
509,348,1,3,2
509,348,2,2,12
509,348,3,2,1
510,236,0,2,11
510,236,0,3,1
510,236,1,2,186
510,236,1,3,3
510,236,2,2,16
510,236,3,2,11
510,236,3,3,1
510,237,0,2,15
510,237,1,2,84
510,237,1,3,3
510,237,2,1,1
510,237,2,2,87
510,237,2,3,1
510,237,3,2,31
510,237,3,3,1
510,346,0,2,5
510,346,1,2,160
510,346,1,3,1
510,346,2,2,21
510,346,3,2,7
510,347,0,2,3
510,347,1,2,217
510,347,1,3,4
510,347,2,2,3
510,347,2,3,1
510,348,0,2,4
510,348,1,1,1
510,348,1,2,198
510,348,1,3,1
510,348,2,2,24
510,348,3,2,2
510,348,3,3,1
511,234,0,2,10
511,234,0,3,1
511,234,1,2,63
511,234,1,3,2
511,234,2,2,45
511,234,3,2,107
511,234,3,3,2
511,235,0,2,15
511,235,1,2,43
511,235,1,3,2
511,235,2,2,59
511,235,2,3,1
511,235,3,1,1
511,235,3,2,129
511,235,3,3,2
511,346,0,2,15
511,346,1,2,108
511,346,2,2,43
511,346,3,2,27
511,346,3,3,1
511,509,0,2,14
511,509,0,3,1
511,509,1,2,35
511,509,1,3,1
511,509,2,2,100
511,509,2,3,2
511,509,3,2,85
511,509,3,3,1
511,510,0,2,17
511,510,1,2,38
511,510,1,3,2
511,510,2,2,127
511,510,2,3,1
511,510,3,1,1
511,510,3,2,65
511,510,3,3,2
513,284,0,2,17
513,284,1,2,151
513,284,1,3,2
513,284,2,1,1
513,284,2,2,51
513,284,2,3,1
513,284,3,2,5
513,284,3,3,1
513,287,0,1,1
513,287,0,2,9
513,287,1,2,14
513,287,1,3,1
513,287,2,2,180
513,287,2,3,4
513,287,3,2,22
513,288,0,2,7
513,288,1,1,1
513,288,1,2,129
513,288,1,3,1
513,288,2,2,38
513,288,3,2,16
513,451,0,2,26
513,451,1,2,55
513,451,1,3,1
513,451,2,2,110
513,451,2,3,3
513,451,3,2,32
513,451,3,3,1
515,168,0,2,3
515,168,1,2,154
515,168,1,3,5
515,168,2,2,6
515,168,3,2,4
515,334,0,2,14
515,334,1,1,1
515,334,1,2,95
515,334,1,3,3
515,334,2,2,44
515,334,3,2,38
515,334,3,3,1
515,439,0,2,5
515,439,1,2,155
515,439,1,3,5
515,439,2,2,9
515,439,3,2,3
515,447,0,2,2
515,447,1,1,1
515,447,1,2,142
515,447,1,3,4
515,447,2,2,5
515,447,3,2,47
516,166,0,2,3
516,166,1,2,1
516,166,2,1,1
516,166,2,2,206
516,166,2,3,5
516,166,3,2,1
516,334,0,2,13
516,334,0,3,1
516,334,1,2,18
516,334,1,3,1
516,334,2,2,171
516,334,2,3,2
516,334,3,1,1
516,334,3,2,40
516,439,0,2,19
516,439,1,2,70
516,439,1,3,4
516,439,2,2,134
516,439,2,3,1
516,447,0,2,21
516,447,1,1,1
516,447,1,2,30
516,447,1,3,2
516,447,2,2,177
516,447,2,3,2
516,447,3,2,19
516,515,0,2,3
516,515,1,2,4
516,515,2,1,1
516,515,2,2,186
516,515,2,3,5
516,515,3,2,3
520,363,0,2,3
520,363,0,3,1
520,363,1,2,206
520,363,1,3,4
520,363,2,2,7
521,394,0,2,11
521,394,0,3,2
521,394,1,1,1
521,394,1,2,162
521,394,1,3,3
521,394,2,2,62
521,394,3,2,1
521,409,0,2,7
521,409,1,1,1
521,409,1,2,221
521,409,1,3,4
521,409,2,2,5
521,409,2,3,1
521,409,3,2,1
521,437,0,2,8
521,437,1,1,1
521,437,1,2,228
521,437,1,3,3
521,437,2,2,11
521,437,2,3,1
521,437,3,3,1
523,386,0,2,6
523,386,0,3,1
523,386,1,2,15
523,386,2,2,181
523,386,2,3,4
523,386,3,2,10
523,387,0,2,11
523,387,1,2,178
523,387,1,3,5
523,387,2,2,25
523,387,3,2,3
523,388,0,2,5
523,388,1,2,35
523,388,2,1,1
523,388,2,2,144
523,388,2,3,4
523,388,3,2,3
523,389,0,3,1
523,389,1,2,4
523,389,2,1,1
523,389,2,2,195
523,389,2,3,4
523,389,3,2,1
523,409,0,2,5
523,409,1,1,1
523,409,1,2,198
523,409,1,3,4
523,409,2,2,16
523,409,2,3,1
523,409,3,2,9
524,388,0,2,14
524,388,1,2,110
524,388,1,3,2
524,388,2,1,1
524,388,2,2,56
524,388,2,3,2
524,388,3,2,2
524,389,0,2,21
524,389,1,1,1
524,389,1,2,61
524,389,1,3,2
524,389,2,2,110
524,389,2,3,3
524,389,3,2,4
524,394,0,2,15
524,394,1,1,1
524,394,1,2,166
524,394,1,3,3
524,394,2,2,27
524,394,2,3,1
524,394,3,2,18
524,394,3,3,1
524,409,0,2,6
524,409,1,2,209
524,409,1,3,4
524,409,2,2,2
524,409,2,3,1
524,409,3,1,1
524,409,3,2,7
524,437,0,2,3
524,437,1,1,1
524,437,1,2,226
524,437,1,3,3
524,437,2,2,5
524,437,2,3,2
524,437,3,2,3
524,521,0,2,15
524,521,1,1,1
524,521,1,2,164
524,521,1,3,3
524,521,2,2,57
524,521,2,3,2
524,521,3,2,1
524,523,0,2,14
524,523,1,1,1
524,523,1,2,168
524,523,1,3,4
524,523,2,2,42
524,523,2,3,1
524,523,3,2,9
525,164,0,2,6
525,164,1,2,39
525,164,2,2,135
525,164,2,3,4
525,164,3,2,19
525,165,0,2,14
525,165,0,3,1
525,165,1,2,97
525,165,1,3,2
525,165,2,2,100
525,165,3,2,21
525,404,0,2,16
525,404,1,2,51
525,404,1,3,1
525,404,2,2,104
525,404,2,3,4
525,404,3,2,51
526,164,0,2,26
526,164,1,2,55
526,164,2,2,67
526,164,2,3,3
526,164,3,2,28
526,165,0,2,9
526,165,0,3,1
526,165,1,2,88
526,165,1,3,2
526,165,2,1,1
526,165,2,2,38
526,165,3,2,79
526,404,0,2,12
526,404,1,2,36
526,404,2,2,66
526,404,2,3,1
526,404,3,2,81
526,404,3,3,3
526,525,0,2,23
526,525,1,2,57
526,525,1,3,2
526,525,2,2,46
526,525,2,3,1
526,525,3,2,84
526,525,3,3,1
527,165,0,2,19
527,165,0,3,1
527,165,1,2,150
527,165,1,3,2
527,165,2,2,38
527,165,3,1,1
527,165,3,2,31
527,404,0,2,9
527,404,1,2,122
527,404,1,3,4
527,404,2,2,31
527,404,3,2,57
527,525,0,2,14
527,525,0,3,1
527,525,1,2,147
527,525,1,3,3
527,525,2,2,33
527,525,3,2,40
527,526,0,2,10
527,526,1,1,1
527,526,1,2,162
527,526,1,3,4
527,526,2,2,7
527,526,3,2,38
528,136,0,2,16
528,136,0,3,1
528,136,1,2,71
528,136,2,1,1
528,136,2,2,108
528,136,2,3,2
528,136,3,2,2
528,464,0,2,16
528,464,0,3,1
528,464,1,2,131
528,464,1,3,1
528,464,2,2,46
528,464,2,3,1
528,464,3,2,9
529,297,0,2,15
529,297,0,3,2
529,297,1,2,187
529,297,1,3,2
529,297,2,2,9
529,297,2,3,1
529,297,3,2,1
530,290,0,2,18
530,290,0,3,1
530,290,1,1,1
530,290,1,2,130
530,290,1,3,3
530,290,2,2,73
530,290,2,3,1
530,290,3,2,23
530,295,0,2,3
530,295,0,3,1
530,295,1,2,206
530,295,1,3,4
530,295,2,2,1
530,295,3,2,6
530,298,0,2,15
530,298,1,2,96
530,298,1,3,3
530,298,2,2,29
530,298,3,1,1
530,298,3,2,104
530,298,3,3,2
530,299,0,2,6
530,299,1,2,194
530,299,1,3,5
530,299,2,2,11
530,299,3,2,2
530,303,0,2,2
530,303,0,3,1
530,303,1,2,211
530,303,1,3,4
530,303,2,2,3
530,529,0,2,20
530,529,0,3,1
530,529,1,2,89
530,529,1,3,3
530,529,2,2,43
530,529,2,3,1
530,529,3,1,1
530,529,3,2,84
532,276,0,2,8
532,276,1,2,176
532,276,1,3,4
532,276,2,2,28
532,276,2,3,1
532,276,3,2,13
532,465,0,2,3
532,465,1,2,216
532,465,1,3,5
532,465,2,2,4
532,466,0,2,7
532,466,1,2,180
532,466,1,3,3
532,466,2,2,32
532,466,2,3,2
532,466,3,2,8
534,103,0,2,17
534,103,1,2,54
534,103,1,3,3
534,103,2,1,1
534,103,2,2,149
534,103,2,3,1
534,103,3,2,5
534,109,0,2,10
534,109,1,2,126
534,109,2,2,61
534,134,0,2,15
534,134,0,3,1
534,134,1,2,61
534,134,1,3,2
534,134,2,1,1
534,134,2,2,144
534,134,2,3,1
534,134,3,2,1
534,300,0,2,16
534,300,1,2,150
534,300,1,3,1
534,300,2,1,1
534,300,2,2,59
534,300,2,3,2
534,300,3,2,3
536,241,0,2,15
536,241,0,3,1
536,241,1,2,39
536,241,2,2,134
536,241,2,3,4
536,241,3,2,12
536,242,0,2,5
536,242,1,2,38
536,242,2,2,88
536,242,3,2,19
536,242,3,3,1
536,305,0,2,18
536,305,1,2,88
536,305,1,3,3
536,305,2,2,117
536,305,2,3,2
536,306,0,2,18
536,306,1,2,48
536,306,1,3,1
536,306,2,2,81
536,306,2,3,1
536,306,3,2,59
536,306,3,3,3
536,450,0,2,25
536,450,0,3,1
536,450,1,2,57
536,450,1,3,2
536,450,2,2,47
536,450,2,3,1
536,450,3,2,100
536,450,3,3,1
537,241,0,2,18
537,241,0,3,1
537,241,1,2,28
537,241,2,1,1
537,241,2,2,159
537,241,2,3,3
537,241,3,2,13
537,241,3,3,1
537,242,0,2,10
537,242,1,2,61
537,242,1,3,1
537,242,2,2,82
537,242,3,1,1
537,242,3,2,15
537,305,0,2,9
537,305,0,3,1
537,305,1,2,40
537,305,2,2,175
537,305,2,3,4
537,306,0,1,1
537,306,0,2,11
537,306,1,2,87
537,306,1,3,3
537,306,2,2,96
537,306,3,2,30
537,306,3,3,2
537,307,0,2,17
537,307,1,2,58
537,307,2,2,87
537,307,2,3,3
537,307,3,1,1
537,307,3,2,31
537,307,3,3,2
537,536,0,2,13
537,536,1,2,124
537,536,1,3,3
537,536,2,2,52
537,536,2,3,1
537,536,3,2,40
537,536,3,3,1
538,241,0,2,24
538,241,0,3,1
538,241,1,2,87
538,241,1,3,3
538,241,2,2,62
538,241,3,1,1
538,241,3,2,45
538,242,0,2,16
538,242,1,2,79
538,242,2,1,1
538,242,2,2,36
538,242,3,2,37
538,306,0,2,6
538,306,1,1,1
538,306,1,2,148
538,306,1,3,4
538,306,2,2,26
538,306,3,2,44
538,307,0,2,13
538,307,1,2,83
538,307,1,3,3
538,307,2,2,28
538,307,3,1,1
538,307,3,2,69
538,307,3,3,1
538,450,0,2,11
538,450,0,3,1
538,450,1,2,168
538,450,1,3,3
538,450,2,2,11
538,450,3,1,1
538,450,3,2,57
538,536,0,2,10
538,536,1,2,142
538,536,1,3,1
538,536,2,2,9
538,536,3,2,68
538,536,3,3,3
538,537,0,2,8
538,537,0,3,1
538,537,1,2,131
538,537,1,3,1
538,537,2,2,52
538,537,2,3,2
538,537,3,1,1
538,537,3,2,56
539,450,0,2,10
539,450,1,2,42
539,450,1,3,2
539,450,2,1,1
539,450,2,2,179
539,450,2,3,3
539,450,3,2,1
539,538,0,2,3
539,538,1,2,6
539,538,2,1,1
539,538,2,2,223
539,538,2,3,4
541,234,0,2,18
541,234,1,2,65
541,234,1,3,3
541,234,2,2,124
541,234,2,3,1
541,234,3,2,17
541,234,3,3,1
541,235,0,2,15
541,235,0,3,1
541,235,1,2,26
541,235,1,3,1
541,235,2,2,190
541,235,2,3,1
541,235,3,1,1
541,235,3,2,14
541,235,3,3,2
541,236,0,2,15
541,236,0,3,2
541,236,1,2,95
541,236,1,3,1
541,236,2,2,99
541,236,2,3,2
541,236,3,2,14
541,348,0,2,12
541,348,0,3,1
541,348,1,1,1
541,348,1,2,138
541,348,1,3,1
541,348,2,2,77
541,509,0,2,8
541,509,1,2,24
541,509,2,2,193
541,509,2,3,5
541,509,3,2,8
541,510,0,2,8
541,510,1,2,35
541,510,2,1,1
541,510,2,2,199
541,510,2,3,4
541,510,3,2,4
541,510,3,3,1
541,511,0,2,19
541,511,1,2,15
541,511,2,2,197
541,511,2,3,4
541,511,3,1,1
541,511,3,2,15
541,511,3,3,1
546,9,0,2,3
546,9,1,2,6
546,9,2,2,53
547,278,0,2,15
547,278,1,2,49
547,278,1,3,5
547,278,2,2,144
547,278,3,2,13
547,532,0,2,12
547,532,1,2,53
547,532,1,3,2
547,532,2,1,1
547,532,2,2,174
547,532,2,3,3
547,532,3,2,7
548,278,0,2,12
548,278,0,3,1
548,278,1,2,74
548,278,1,3,3
548,278,2,2,127
548,278,2,3,1
548,278,3,2,8
548,532,0,2,18
548,532,0,3,1
548,532,1,2,63
548,532,2,1,1
548,532,2,2,161
548,532,2,3,4
548,532,3,2,4
551,415,0,2,9
551,415,1,2,104
551,415,1,3,2
551,415,2,2,4
551,415,2,3,1
551,415,3,2,92
551,415,3,3,2
552,419,0,2,18
552,419,1,2,43
552,419,1,3,1
552,419,2,2,109
552,419,2,3,3
552,419,3,2,31
554,279,0,2,5
554,279,0,3,1
554,279,1,2,178
554,279,1,3,2
554,279,2,2,3
554,279,2,3,1
554,279,3,2,19
554,279,3,3,1
554,281,0,2,3
554,281,1,2,10
554,281,2,2,164
554,281,2,3,4
554,281,3,2,19
555,248,0,2,25
555,248,1,2,64
555,248,2,2,100
555,248,2,3,3
555,248,3,2,35
555,248,3,3,2
555,249,0,2,15
555,249,1,2,48
555,249,1,3,3
555,249,2,2,84
555,249,3,1,1
555,249,3,2,99
555,249,3,3,2
555,251,0,1,1
555,251,0,2,14
555,251,0,3,1
555,251,1,2,47
555,251,2,2,125
555,251,2,3,1
555,251,3,2,51
555,251,3,3,1
556,222,0,2,23
556,222,1,2,83
556,222,1,3,1
556,222,2,2,62
556,222,3,1,1
556,222,3,2,66
556,318,0,2,11
556,318,1,2,189
556,318,1,3,1
556,318,2,2,12
556,318,3,2,14
556,321,0,2,12
556,321,0,3,1
556,321,1,1,1
556,321,1,2,177
556,321,1,3,2
556,321,2,2,9
556,321,3,2,24
556,321,3,3,1
557,222,0,2,18
557,222,1,1,1
557,222,1,2,67
557,222,1,3,1
557,222,2,2,56
557,222,3,2,74
557,318,0,2,14
557,318,1,2,165
557,318,1,3,1
557,318,2,2,10
557,318,3,2,12
557,321,0,2,15
557,321,1,1,1
557,321,1,2,130
557,321,1,3,3
557,321,2,2,22
557,321,2,3,1
557,321,3,2,32
557,556,0,2,3
557,556,1,2,6
557,556,2,1,1
557,556,2,2,129
557,556,2,3,4
557,556,3,2,84
558,221,0,2,10
558,221,1,2,62
558,221,2,2,33
558,221,3,2,51
558,222,0,2,15
558,222,1,2,94
558,222,2,2,32
558,222,3,2,44
558,318,0,2,5
558,318,1,2,163
558,318,2,2,5
558,318,3,2,11
558,321,0,2,2
558,321,1,2,148
558,321,2,2,2
558,321,3,2,9
558,556,0,2,4
558,556,1,2,66
558,556,2,2,39
558,556,3,2,77
559,278,0,2,17
559,278,1,2,47
559,278,2,2,52
559,278,3,2,73
559,532,0,2,26
559,532,1,1,1
559,532,1,2,78
559,532,2,2,60
559,532,3,2,50
560,276,0,2,10
560,276,1,2,105
560,276,1,3,4
560,276,2,2,90
560,276,3,2,16
560,465,0,2,6
560,465,1,2,170
560,465,1,3,4
560,465,2,2,35
560,465,3,2,8
560,466,0,2,16
560,466,1,2,128
560,466,1,3,3
560,466,2,2,73
560,466,3,2,6
560,466,3,3,1
560,532,0,2,11
560,532,1,2,68
560,532,1,3,1
560,532,2,1,1
560,532,2,2,151
560,532,2,3,3
560,532,3,2,11
560,547,0,2,13
560,547,1,2,124
560,547,1,3,3
560,547,2,1,1
560,547,2,2,103
560,547,2,3,1
560,547,3,2,2
560,548,0,2,18
560,548,1,2,119
560,548,1,3,1
560,548,2,1,1
560,548,2,2,100
560,548,2,3,2
560,548,3,2,5
560,548,3,3,1
560,559,0,2,17
560,559,1,2,34
560,559,2,1,1
560,559,2,2,112
560,559,3,2,52
562,263,0,2,22
562,263,1,2,49
562,263,2,2,57
562,263,2,3,2
562,263,3,2,67
562,263,3,3,3
562,448,0,2,15
562,448,0,3,1
562,448,1,2,14
562,448,2,2,168
562,448,2,3,2
562,448,3,2,40
562,448,3,3,1
563,257,0,2,3
563,257,1,2,5
563,257,1,3,1
563,257,2,2,169
563,257,2,3,2
563,257,3,2,9
563,259,1,2,2
563,259,2,2,217
563,259,2,3,5
563,259,3,2,1
563,263,0,2,1
563,263,1,2,1
563,263,2,1,1
563,263,2,2,199
563,263,2,3,5
563,263,3,2,3
563,342,0,2,9
563,342,1,2,29
563,342,2,1,1
563,342,2,2,178
563,342,2,3,4
563,343,0,2,5
563,343,1,2,17
563,343,2,2,189
563,343,2,3,4
563,343,3,2,3
563,343,3,3,1
564,258,0,2,17
564,258,0,3,1
564,258,1,2,100
564,258,2,2,112
564,258,2,3,4
564,258,3,2,1
564,260,0,2,20
564,260,1,1,1
564,260,1,2,63
564,260,1,3,2
564,260,2,2,133
564,260,2,3,1
564,260,3,2,9
564,261,0,2,15
564,261,1,1,1
564,261,1,2,113
564,261,1,3,4
564,261,2,2,80
564,261,3,2,9
564,261,3,3,1
564,263,0,2,11
564,263,1,2,35
564,263,1,3,2
564,263,2,1,1
564,263,2,2,111
564,263,2,3,3
564,263,3,2,48
564,563,0,2,3
564,563,1,1,1
564,563,1,2,240
564,563,1,3,4
564,563,2,2,1
564,563,3,2,2
564,563,3,3,1
565,219,0,2,17
565,219,1,2,39
565,219,2,2,87
565,219,3,2,51
569,349,0,2,4
569,349,1,2,200
569,349,2,2,9
569,349,2,3,2
569,349,3,2,1
569,350,0,2,5
569,350,1,1,1
569,350,1,2,154
569,350,1,3,1
569,350,2,2,28
569,350,3,2,1
569,440,0,2,22
569,440,1,2,76
569,440,1,3,1
569,440,2,1,1
569,440,2,2,129
569,440,2,3,1
569,440,3,2,8
570,29,0,2,21
570,29,0,3,1
570,29,1,2,91
570,29,1,3,1
570,29,2,2,59
570,29,2,3,1
570,29,3,1,1
570,29,3,2,39
570,29,3,3,1
570,266,0,2,16
570,266,1,2,45
570,266,1,3,2
570,266,2,2,95
570,266,2,3,1
570,266,3,2,69
570,266,3,3,1
570,424,0,2,4
570,424,1,2,181
570,424,1,3,2
570,424,2,2,14
570,424,3,2,27
570,424,3,3,2
573,57,0,2,14
573,57,1,1,1
573,57,1,2,88
573,57,1,3,3
573,57,2,2,108
573,57,2,3,2
573,57,3,2,1
573,102,0,2,9
573,102,1,2,122
573,102,1,3,1
573,102,2,2,74
573,102,2,3,1
573,313,0,2,1
573,313,1,1,1
573,313,1,2,209
573,313,1,3,5
573,313,2,2,5
573,313,3,2,1
574,9,0,2,9
574,9,1,2,14
574,9,2,2,63
574,546,0,2,8
574,546,0,3,1
574,546,1,2,72
574,546,1,3,1
574,546,2,1,1
574,546,2,2,120
574,546,2,3,3
574,546,3,2,3
576,191,0,2,3
576,191,1,2,71
576,191,2,2,2
576,191,3,2,65
576,193,0,2,8
576,193,0,3,1
576,193,1,2,56
576,193,1,3,1
576,193,2,2,19
576,193,2,3,1
576,193,3,1,1
576,193,3,2,159
576,193,3,3,2
576,195,0,2,5
576,195,0,3,1
576,195,1,2,65
576,195,1,3,3
576,195,2,2,11
576,195,3,2,94
576,195,3,3,1
576,196,0,2,6
576,196,1,2,36
576,196,1,3,2
576,196,2,2,42
576,196,2,3,2
576,196,3,2,137
576,196,3,3,1
576,197,0,2,4
576,197,0,3,1
576,197,1,2,142
576,197,1,3,4
576,197,2,2,3
576,197,3,2,74
576,200,0,2,6
576,200,1,1,1
576,200,1,2,184
576,200,1,3,4
576,200,2,2,16
576,200,3,2,41
576,206,0,2,5
576,206,1,2,41
576,206,1,3,3
576,206,2,2,32
576,206,3,2,143
576,206,3,3,2
576,207,0,2,4
576,207,1,2,104
576,207,2,2,1
576,207,3,2,32
576,470,0,2,8
576,470,0,3,1
576,470,1,2,37
576,470,2,2,19
576,470,3,2,160
576,470,3,3,4
576,472,0,2,3
576,472,1,2,28
576,472,2,2,14
576,472,3,2,96
576,473,0,2,9
576,473,1,2,68
576,473,1,3,2
576,473,2,2,18
576,473,2,3,2
576,473,3,2,138
576,473,3,3,1
576,477,0,2,5
576,477,1,2,21
576,477,1,3,2
576,477,2,2,89
576,477,2,3,1
576,477,3,2,74
576,477,3,3,2
577,297,0,2,5
577,297,1,2,79
577,297,2,2,29
577,297,3,2,1
577,298,0,2,4
577,298,1,2,3
577,298,2,2,107
577,529,0,2,7
577,529,1,2,11
577,529,2,2,96
578,255,0,2,13
578,255,0,3,1
578,255,1,2,167
578,255,1,3,4
578,255,2,2,17
578,255,3,2,11
578,399,0,2,3
578,399,1,2,187
578,399,1,3,4
578,399,2,2,19
578,399,2,3,1
578,399,3,2,4
579,255,0,2,9
579,255,1,2,135
579,255,1,3,4
579,255,2,2,18
579,255,2,3,1
579,255,3,2,18
579,399,0,2,4
579,399,1,2,163
579,399,1,3,3
579,399,2,2,14
579,399,2,3,2
579,399,3,2,4
581,255,0,2,12
581,255,1,2,128
581,255,1,3,5
581,255,2,2,22
581,255,3,2,27
581,399,0,2,4
581,399,1,2,173
581,399,1,3,3
581,399,2,2,12
581,399,2,3,2
581,399,3,2,5
581,578,0,1,1
581,578,0,2,18
581,578,1,2,61
581,578,1,3,1
581,578,2,2,107
581,578,2,3,3
581,578,3,2,30
581,578,3,3,1
581,579,0,2,22
581,579,0,3,1
581,579,1,2,39
581,579,1,3,1
581,579,2,1,1
581,579,2,2,84
581,579,2,3,1
581,579,3,2,48
581,579,3,3,2
583,2,0,2,10
583,2,1,2,32
583,2,2,2,101
583,2,3,2,1
586,584,0,2,10
586,584,0,3,1
586,584,1,2,19
586,584,1,3,1
586,584,2,1,1
586,584,2,2,215
586,584,2,3,3
586,585,0,2,19
586,585,0,3,1
586,585,1,1,1
586,585,1,2,78
586,585,1,3,1
586,585,2,2,128
586,585,2,3,2
586,585,3,2,19
586,585,3,3,1
587,584,0,2,7
587,584,1,2,33
587,584,1,3,1
587,584,2,2,161
587,585,0,2,5
587,585,1,2,112
587,585,2,2,82
587,585,2,3,1
587,585,3,2,2
587,586,0,2,6
587,586,1,2,140
587,586,2,2,48
587,586,2,3,1
587,586,3,2,4
588,587,0,2,4
588,587,1,2,16
588,587,1,3,1
588,587,2,2,180
589,584,0,2,10
589,584,1,2,82
589,584,1,3,2
589,584,2,1,1
589,584,2,2,102
589,584,2,3,3
589,585,0,1,1
589,585,0,2,16
589,585,1,2,95
589,585,2,2,79
589,585,2,3,4
589,585,3,2,4
589,585,3,3,1
589,586,0,2,11
589,586,0,3,1
589,586,1,2,102
589,586,1,3,1
589,586,2,1,1
589,586,2,2,79
589,586,2,3,3
589,586,3,2,1
589,588,0,2,1
589,588,1,1,1
589,588,1,2,187
589,588,1,3,4
589,588,2,2,4
589,588,2,3,1
589,588,3,2,1
591,229,0,2,13
591,229,0,3,1
591,229,1,2,36
591,229,1,3,2
591,229,2,2,67
591,229,2,3,1
591,229,3,2,42
596,422,0,2,11
596,422,1,1,1
596,422,1,2,167
596,422,1,3,3
596,422,2,2,63
596,422,2,3,1
596,422,3,2,4
596,422,3,3,1
596,423,0,2,16
596,423,1,1,1
596,423,1,2,144
596,423,1,3,3
596,423,2,2,83
596,423,2,3,2
596,423,3,2,3
597,29,0,2,14
597,29,1,2,140
597,29,1,3,2
597,29,2,2,14
597,29,2,3,1
597,29,3,2,10
597,29,3,3,1
597,266,0,2,8
597,266,1,2,158
597,266,1,3,1
597,266,2,2,24
597,266,2,3,1
597,266,3,2,22
597,266,3,3,2
598,355,0,2,12
598,355,1,2,102
598,355,1,3,4
598,355,2,2,101
598,355,3,3,1
600,98,0,2,12
600,98,1,1,1
600,98,1,2,125
600,98,1,3,4
600,98,2,2,75
600,98,3,2,6
600,130,0,2,14
600,130,1,2,135
600,130,2,2,37
600,130,3,2,7
600,130,3,3,1
600,457,0,2,22
600,457,1,2,70
600,457,2,1,1
600,457,2,2,127
600,457,2,3,4
600,457,3,2,1
600,497,0,2,14
600,497,0,3,1
600,497,1,1,1
600,497,1,2,143
600,497,1,3,1
600,497,2,2,55
600,497,2,3,2
600,497,3,2,4
602,176,0,2,8
602,176,1,1,1
602,176,1,2,174
602,176,1,3,4
602,176,2,2,6
602,176,3,2,35
602,452,0,2,3
602,452,1,2,166
602,452,1,3,3
602,452,2,2,8
602,452,3,1,1
602,452,3,2,57
602,452,3,3,1
602,480,0,2,1
602,480,1,1,1
602,480,1,2,201
