1,1,17.14580987
1,2,26.52232684
1,3,28.12144634
1,4,27.86551074
1,5,28.21619385
1,6,29.0373818
1,7,33.20743728
1,8,21.89609984
1,9,26.29216589
1,10,27.80668844
1,11,28.10026868
1,12,26.81559625
1,13,30.57222516
1,14,34.55508475
1,15,21.60536888
1,16,26.70124912
1,17,28.32917098
1,18,29.9365563
1,19,30.2160918
1,20,33.46982833
1,21,35.94505677
1,22,23.71824764
1,23,27.55120804
1,24,29.74376578
1,25,30.06804124
1,26,30.40877262
1,27,34.51157168
1,28,38.7352249
1,29,24.45979416
1,30,29.32922781
1,31,29.74998553
2,1,30.90532792
2,2,31.52774176
2,3,34.24726366
2,4,39.36435565
2,5,25.60005579
2,6,28.16601563
2,7,30.75513316
2,8,30.38927704
2,9,30.56874859
2,10,33.22522917
2,11,36.50573518
2,12,24.39546441
2,13,33.1602462
2,14,35.14191308
2,15,32.46284299
2,16,33.63584717
2,17,36.73720278
2,18,38.43715278
2,19,25.20988784
2,20,30.98855584
2,21,31.35656566
2,22,31.99194222
2,23,31.16738861
2,24,36.59973404
2,25,37.31026835
2,26,24.86780703
2,27,26.7680501
2,28,29.74560322
3,1,31.64228593
3,2,32.49101546
3,3,33.19167341
3,4,39.55321558
3,5,24.07973459
3,6,29.77746959
3,7,31.12784329
3,8,32.35195049
3,9,33.61373299
3,10,36.76491818
3,11,41.38087145
3,12,26.00168864
3,13,31.07299499
3,14,32.11858974
3,15,33.91693976
3,16,33.74433751
3,17,36.25536558
3,18,40.39393467
3,19,26.4782227
3,20,28.88482088
3,21,31.6733053
3,22,30.04953457
3,23,33.59716652
3,24,37.6551555
3,25,43.23984359
3,26,26.173299
3,27,30.17210253
3,28,31.45206594
3,29,32.03661106
3,30,34.30674424
3,31,38.08557168
4,1,41.03889138
4,2,27.67610399
4,3,32.73061087
4,4,33.03549995
4,5,34.80277657
4,6,36.05678705
4,7,38.13459932
4,8,39.20301573
4,9,27.28930432
4,10,33.96777705
4,11,35.20484306
4,12,35.42617053
4,13,38.72594032
4,14,34.17307599
4,15,37.13223633
4,16,19.53721162
4,17,27.13954794
4,18,32.48067711
4,19,33.53847777
4,20,34.93974424
4,21,36.76328004
4,22,39.1744008
4,23,26.01115153
4,24,30.42838467
4,25,31.66858115
4,26,32.22062688
4,27,34.12330825
4,28,39.04228838
4,29,42.89617997
4,30,30.3107759
5,1,29.40796233
5,2,31.90415844
5,3,32.29907485
5,4,34.82483158
5,5,37.67041392
5,6,41.12367256
5,7,27.2652035
5,8,31.53743436
5,9,32.71445945
5,10,34.15459899
5,11,35.49946494
5,12,37.47758066
5,13,40.97791439
5,14,27.16397831
5,15,30.14172104
5,16,32.36183472
5,17,30.03242047
5,18,33.83415231
5,19,37.38105127
5,20,40.50231294
5,21,27.53366397
5,22,32.6573591
5,23,32.72631013
5,24,34.32052813
5,25,37.11098455
5,26,40.15088783
5,27,38.92798435
5,28,30.00120556
5,29,28.7304584
5,30,34.84931107
5,31,36.97030481
6,1,37.92595348
6,2,39.25958889
6,3,41.29173409
6,4,26.11869667
6,5,29.5647776
6,6,29.32905037
6,7,34.07905037
